n_paired,n_unpaired,n_total,n_models,n_queries,seed,method,mae,c
8,8,16,20,678,9,sample,0.04472307943774036,
8,8,16,20,678,9,dkps,0.02333590146449866,
8,8,16,20,678,9,pkps,0.021948319417111166,0.5
8,8,16,20,678,9,ens,0.01916439636309476,
8,8,16,20,678,10,sample,0.038748825473061174,
8,8,16,20,678,10,dkps,0.02479369442038905,
8,8,16,20,678,10,pkps,0.02473792392206046,0.1
8,8,16,20,678,10,ens,0.023129042366904162,
8,8,16,20,678,11,sample,0.03083550889705864,
8,8,16,20,678,11,dkps,0.037532751068232104,
8,8,16,20,678,11,pkps,0.036784720128273565,0.1
8,8,16,20,678,11,ens,0.02533685091252235,
8,8,16,20,678,12,sample,0.02561329698768307,
8,8,16,20,678,12,dkps,0.027172619096104522,
8,8,16,20,678,12,pkps,0.027172619096105615,0.02
8,8,16,20,678,12,ens,0.01665235425426125,
8,8,16,20,678,13,sample,0.035895419747341235,
8,8,16,20,678,13,dkps,0.03466372294627457,
8,8,16,20,678,13,pkps,0.03466372294627487,0.02
8,8,16,20,678,13,ens,0.024977035485909016,
8,8,16,20,678,14,sample,0.03381022310719182,
8,8,16,20,678,14,dkps,0.03239431877065303,
8,8,16,20,678,14,pkps,0.03200303192680212,2.0
8,8,16,20,678,14,ens,0.024531158906932676,
8,8,16,20,678,15,sample,0.043757224191314434,
8,8,16,20,678,15,dkps,0.04026931104024737,
8,8,16,20,678,15,pkps,0.04026931104024737,0.02
8,8,16,20,678,15,ens,0.03355905870438951,
8,8,16,20,678,16,sample,0.03903316073742115,
8,8,16,20,678,16,dkps,0.04155091069805393,
8,8,16,20,678,16,pkps,0.03913228003935879,0.1
8,8,16,20,678,16,ens,0.03344702362916258,
8,8,16,20,678,17,sample,0.026449291959138033,
8,8,16,20,678,17,dkps,0.04777034295080317,
8,8,16,20,678,17,pkps,0.04265075941545461,5.0
8,8,16,20,678,17,ens,0.025002225640257246,
8,8,16,20,678,18,sample,0.043643271786716537,
8,8,16,20,678,18,dkps,0.023310310612243666,
8,8,16,20,678,18,pkps,0.023308011796994866,0.05
8,8,16,20,678,18,ens,0.019313146067643984,
8,8,16,20,678,19,sample,0.029077227860204797,
8,8,16,20,678,19,dkps,0.046789241416815265,
8,8,16,20,678,19,pkps,0.046789241416815265,0.02
8,8,16,20,678,19,ens,0.025514501348749462,
8,8,16,40,678,0,sample,0.040107370915243176,
8,8,16,40,678,0,dkps,0.033437101858187254,
8,8,16,40,678,0,pkps,0.03343710185818724,0.02
8,8,16,40,678,0,ens,0.031535880755354656,
8,8,16,40,678,1,sample,0.03092493996600787,
8,8,16,40,678,1,dkps,0.03240974685173662,
8,8,16,40,678,1,pkps,0.02581844572211801,5.0
8,8,16,40,678,1,ens,0.017665289026817806,
8,8,16,40,678,2,sample,0.06139965147536093,
8,8,16,40,678,2,dkps,0.034517696312426474,
8,8,16,40,678,2,pkps,0.032546666245397385,0.1
8,8,16,40,678,2,ens,0.031337288134727394,
8,8,16,40,678,3,sample,0.05296295156486962,
8,8,16,40,678,3,dkps,0.03647387826708061,
8,8,16,40,678,3,pkps,0.03647358497183374,0.049999999999999996
8,8,16,40,678,3,ens,0.025533381290497398,
8,8,16,40,678,4,sample,0.03635703156078533,
8,8,16,40,678,4,dkps,0.025370246003115847,
8,8,16,40,678,4,pkps,0.024634956186071845,0.1
8,8,16,40,678,4,ens,0.021066745438647685,
8,8,16,40,678,5,sample,0.025359204845506356,
8,8,16,40,678,5,dkps,0.034914126097389295,
8,8,16,40,678,5,pkps,0.03491409395767115,0.05
8,8,16,40,678,5,ens,0.020938033488397956,
8,8,16,40,678,6,sample,0.034731566645294795,
8,8,16,40,678,6,dkps,0.030542552131494215,
8,8,16,40,678,6,pkps,0.030542552131494177,0.02
8,8,16,40,678,6,ens,0.022310008145985525,
8,8,16,40,678,7,sample,0.0441816162359973,
8,8,16,40,678,7,dkps,0.033129440904451433,
8,8,16,40,678,7,pkps,0.03189666126231989,5.0
8,8,16,40,678,7,ens,0.026053038049522314,
8,8,16,40,678,8,sample,0.03685460351682436,
8,8,16,40,678,8,dkps,0.034206128413186855,
8,8,16,40,678,8,pkps,0.034206128413189894,0.02
8,8,16,40,678,8,ens,0.023884575494045455,
8,8,16,40,678,9,sample,0.04427781977360875,
8,8,16,40,678,9,dkps,0.03182394960373698,
8,8,16,40,678,9,pkps,0.03129028236359175,0.1
8,8,16,40,678,9,ens,0.024851164550821238,
8,8,16,40,678,10,sample,0.02703142178540057,
8,8,16,40,678,10,dkps,0.03316261750135615,
8,8,16,40,678,10,pkps,0.03313226614100776,0.09999999999999999
8,8,16,40,678,10,ens,0.020952828832723557,
8,8,16,40,678,11,sample,0.04843533839914512,
8,8,16,40,678,11,dkps,0.026002968189301777,
8,8,16,40,678,11,pkps,0.02376430063289808,1.0
8,8,16,40,678,11,ens,0.020367769770017252,
8,8,16,40,678,12,sample,0.02996586685173741,
8,8,16,40,678,12,dkps,0.02583765832749561,
8,8,16,40,678,12,pkps,0.02544852816036903,0.1
8,8,16,40,678,12,ens,0.021187965350797276,
8,8,16,40,678,13,sample,0.03128063351618555,
8,8,16,40,678,13,dkps,0.027197698138127196,
8,8,16,40,678,13,pkps,0.026825018794701165,0.2
8,8,16,40,678,13,ens,0.017931397759466616,
8,8,16,40,678,14,sample,0.035854195479698904,
8,8,16,40,678,14,dkps,0.027951056287260613,
8,8,16,40,678,14,pkps,0.027180342194460964,0.1
8,8,16,40,678,14,ens,0.01971416734352862,
8,8,16,40,678,15,sample,0.03753232359101112,
8,8,16,40,678,15,dkps,0.025684092560845428,
8,8,16,40,678,15,pkps,0.025612108371597497,0.1
8,8,16,40,678,15,ens,0.018694426239929077,
8,8,16,40,678,16,sample,0.044334166302078794,
8,8,16,40,678,16,dkps,0.034294843413273594,
8,8,16,40,678,16,pkps,0.033240292514439336,0.5
