n_paired,n_unpaired,n_total,n_models,n_queries,seed,method,mae,c
12,4,16,95,678,19,sample,0.030263349415463593,
12,4,16,95,678,19,dkps,0.021780339077728132,
12,4,16,95,678,19,pkps,0.021780059408154955,0.05
12,4,16,95,678,19,ens,0.018346255573674475,
16,0,16,95,678,0,sample,0.03477254131186785,
16,0,16,95,678,0,dkps,0.020387183957998614,
16,0,16,95,678,0,pkps,0.020378732042343223,0.05
16,0,16,95,678,0,ens,0.01875571740685333,
16,0,16,95,678,1,sample,0.04642844110892698,
16,0,16,95,678,1,dkps,0.016935856628145816,
16,0,16,95,678,1,pkps,0.016935856683573607,0.02
16,0,16,95,678,1,ens,0.015759942599321525,
16,0,16,95,678,2,sample,0.02643812155115571,
16,0,16,95,678,2,dkps,0.019877307261490878,
16,0,16,95,678,2,pkps,0.019101917660514525,0.20000000000000004
16,0,16,95,678,2,ens,0.012489255582174582,
16,0,16,95,678,3,sample,0.04281495954521471,
16,0,16,95,678,3,dkps,0.018306374153401014,
16,0,16,95,678,3,pkps,0.018536288806281664,0.02
16,0,16,95,678,3,ens,0.01604566042088366,
16,0,16,95,678,4,sample,0.06803763118653003,
16,0,16,95,678,4,dkps,0.020023967488560546,
16,0,16,95,678,4,pkps,0.01924024835855015,2.0
16,0,16,95,678,4,ens,0.01924024835855015,
16,0,16,95,678,5,sample,0.02182974604343777,
16,0,16,95,678,5,dkps,0.01930651020120005,
16,0,16,95,678,5,pkps,0.019062647933168482,0.02
16,0,16,95,678,5,ens,0.01551167284387604,
16,0,16,95,678,6,sample,0.021743057594989863,
16,0,16,95,678,6,dkps,0.01784576471413973,
16,0,16,95,678,6,pkps,0.01742461078672748,0.2
16,0,16,95,678,6,ens,0.015417753990116618,
16,0,16,95,678,7,sample,0.056877332195091765,
16,0,16,95,678,7,dkps,0.019271796112134577,
16,0,16,95,678,7,pkps,0.01805632942855789,1.0
16,0,16,95,678,7,ens,0.016882316329056773,
16,0,16,95,678,8,sample,0.02704871314069413,
16,0,16,95,678,8,dkps,0.02015740843202277,
16,0,16,95,678,8,pkps,0.01813497408190358,2.0
16,0,16,95,678,8,ens,0.016342251702861074,
16,0,16,95,678,9,sample,0.0251469130513607,
16,0,16,95,678,9,dkps,0.020560148849464784,
16,0,16,95,678,9,pkps,0.020562310150975687,0.02
16,0,16,95,678,9,ens,0.016393792266273022,
16,0,16,95,678,10,sample,0.02805973192213425,
16,0,16,95,678,10,dkps,0.019755706703479377,
16,0,16,95,678,10,pkps,0.017958101185137403,0.5
16,0,16,95,678,10,ens,0.013420810393695566,
16,0,16,95,678,11,sample,0.019883198079060634,
16,0,16,95,678,11,dkps,0.020520579873715514,
16,0,16,95,678,11,pkps,0.018001367230858406,0.049999999999999996
16,0,16,95,678,11,ens,0.014643720507212198,
16,0,16,95,678,12,sample,0.020388279921081734,
16,0,16,95,678,12,dkps,0.020963562775377094,
16,0,16,95,678,12,pkps,0.02094357073853915,0.1
16,0,16,95,678,12,ens,0.017255680391834498,
16,0,16,95,678,13,sample,0.026595672747329515,
16,0,16,95,678,13,dkps,0.01921682759688249,
16,0,16,95,678,13,pkps,0.018889963563366457,0.05
16,0,16,95,678,13,ens,0.014732151275004464,
16,0,16,95,678,14,sample,0.024038056249968617,
16,0,16,95,678,14,dkps,0.019495280740669127,
16,0,16,95,678,14,pkps,0.01769832227796912,0.5
16,0,16,95,678,14,ens,0.014293988745114635,
16,0,16,95,678,15,sample,0.07397930546496187,
16,0,16,95,678,15,dkps,0.021119396602092475,
16,0,16,95,678,15,pkps,0.019850515334799063,1.0
16,0,16,95,678,15,ens,0.018868126726898568,
16,0,16,95,678,16,sample,0.0195712937929557,
16,0,16,95,678,16,dkps,0.02119299634848519,
16,0,16,95,678,16,pkps,0.01798029378865439,2.0
16,0,16,95,678,16,ens,0.015784779330935184,
16,0,16,95,678,17,sample,0.026929606328027097,
16,0,16,95,678,17,dkps,0.021046326638597745,
16,0,16,95,678,17,pkps,0.020182998725712956,5.0
16,0,16,95,678,17,ens,0.01874205440794783,
16,0,16,95,678,18,sample,0.07120372087326521,
16,0,16,95,678,18,dkps,0.024029292044893357,
16,0,16,95,678,18,pkps,0.020129294368086807,1.0
16,0,16,95,678,18,ens,0.020129294368086807,
16,0,16,95,678,19,sample,0.01807477984030183,
16,0,16,95,678,19,dkps,0.018781184500958087,
16,0,16,95,678,19,pkps,0.01853304961960552,0.1
16,0,16,95,678,19,ens,0.013075531450415945,
