m_p,m_u,seed,estimator,mse
25,800,25,unpaired,0.0037608327103912194
25,800,25,combined,0.003608060955497269
25,800,25,pooled,0.003519837869075366
25,800,26,paired,0.014585636173502869
25,800,26,unpaired,0.0028210298720324164
25,800,26,combined,0.0026550335580267743
25,800,26,pooled,0.0026553844264063996
25,800,27,paired,0.009282142231171837
25,800,27,unpaired,0.0026796280745338924
25,800,27,combined,0.0025554256403004065
25,800,27,pooled,0.0025092332821233776
25,800,28,paired,0.010463142588346798
25,800,28,unpaired,0.003656193193646738
25,800,28,combined,0.0034827517818879633
25,800,28,pooled,0.0036342023047648774
25,800,29,paired,0.03611647922602219
25,800,29,unpaired,0.0038031485808863365
25,800,29,combined,0.0037138626494975452
25,800,29,pooled,0.0046279786780122345
25,800,30,paired,0.01693600098218971
25,800,30,unpaired,0.0024207867049696346
25,800,30,combined,0.0023593742708954116
25,800,30,pooled,0.0028338765423433095
25,800,31,paired,0.017102836020367055
25,800,31,unpaired,0.0024334838228833398
25,800,31,combined,0.002409061397309999
25,800,31,pooled,0.0028506554571928622
25,800,32,paired,0.020074947996458734
25,800,32,unpaired,0.003013845334230697
25,800,32,combined,0.0028094205033083394
25,800,32,pooled,0.0034717016065423994
25,800,33,paired,0.011379654606833963
25,800,33,unpaired,0.00510915640642532
25,800,33,combined,0.004734852431984429
25,800,33,pooled,0.004156549465051496
25,800,34,paired,0.007653565968981441
25,800,34,unpaired,0.0028274998038097013
25,800,34,combined,0.002664805945408738
25,800,34,pooled,0.0027310846351867083
25,800,35,paired,0.019299912220337147
25,800,35,unpaired,0.002983204470008149
25,800,35,combined,0.002813783097622956
25,800,35,pooled,0.002972311728938134
25,800,36,paired,0.007428246392327491
25,800,36,unpaired,0.0023888064657873994
25,800,36,combined,0.0022507168939617816
25,800,36,pooled,0.0026072696417542727
25,800,37,paired,0.022120339341043363
25,800,37,unpaired,0.0028133813220734866
25,800,37,combined,0.0026386375299339735
25,800,37,pooled,0.0026443852491155324
25,800,38,paired,0.009866597154920534
25,800,38,unpaired,0.0031330296522721463
25,800,38,combined,0.0029421739195362277
25,800,38,pooled,0.0025537006899598105
25,800,39,paired,0.007470337863499997
25,800,39,unpaired,0.0020156267872494748
25,800,39,combined,0.001903509642146872
25,800,39,pooled,0.0016699847541613983
25,800,40,paired,0.006753211098722353
25,800,40,unpaired,0.0025497466787238574
25,800,40,combined,0.0024203501387754654
25,800,40,pooled,0.0023562162875120597
25,800,41,paired,0.028860663250154777
25,800,41,unpaired,0.0028398424838904208
25,800,41,combined,0.0027962312087764537
25,800,41,pooled,0.0028274447537376805
25,800,42,paired,0.00887654179167195
25,800,42,unpaired,0.002228826750516404
25,800,42,combined,0.0020823427988529166
25,800,42,pooled,0.0020399976532493617
25,800,43,paired,0.008903079056787128
25,800,43,unpaired,0.002059492895120925
25,800,43,combined,0.0019806748440433656
25,800,43,pooled,0.002012411725268
25,800,44,paired,0.0063293244506183195
25,800,44,unpaired,0.00256287499575047
25,800,44,combined,0.0024319431505199687
25,800,44,pooled,0.0022935465935125707
25,800,45,paired,0.008808447691150795
25,800,45,unpaired,0.0024351120914202725
25,800,45,combined,0.002236957434249383
25,800,45,pooled,0.001991747858785309
25,800,46,paired,0.005584924164461562
25,800,46,unpaired,0.0032380041911269164
25,800,46,combined,0.0030858001365785138
25,800,46,pooled,0.0034812134591224466
25,800,47,paired,0.006318408710768218
25,800,47,unpaired,0.003549093264317954
25,800,47,combined,0.003312016932368627
25,800,47,pooled,0.0036769667510602798
25,800,48,paired,0.016926547726217597
25,800,48,unpaired,0.003529584404927646
25,800,48,combined,0.003416741803325708
25,800,48,pooled,0.0033981959952108453
25,800,49,paired,0.01372315680697384
25,800,49,unpaired,0.002476062540918037
25,800,49,combined,0.0023100387459245833
25,800,49,pooled,0.002388703832997923
100,0,0,paired,0.00473570396691512
100,0,0,unpaired,
100,0,0,combined,0.00473570396691512
100,0,0,pooled,0.00473570396691512
100,0,1,paired,0.0013730131956188976
100,0,1,unpaired,
100,0,1,combined,0.0013730131956188976
100,0,1,pooled,0.0013730131956188976
100,0,2,paired,0.002326567992317116
100,0,2,unpaired,
100,0,2,combined,0.002326567992317116
100,0,2,pooled,0.002326567992317116
100,0,3,paired,0.009604380450310684
100,0,3,unpaired,
100,0,3,combined,0.009604380450310684
100,0,3,pooled,0.009604380450310684
100,0,4,paired,0.005991428910650787
100,0,4,unpaired,
100,0,4,combined,0.005991428910650787
100,0,4,pooled,0.005991428910650787
100,0,5,paired,0.00966199644470463
100,0,5,unpaired,
100,0,5,combined,0.00966199644470463
100,0,5,pooled,0.00966199644470463
100,0,6,paired,0.004423224716988263
100,0,6,unpaired,
100,0,6,combined,0.004423224716988263
100,0,6,pooled,0.004423224716988263
100,0,7,paired,0.008006232103518125
100,0,7,unpaired,
100,0,7,combined,0.008006232103518125
100,0,7,pooled,0.008006232103518125
100,0,8,paired,0.0025390746589827435
100,0,8,unpaired,
100,0,8,combined,0.0025390746589827435
100,0,8,pooled,0.0025390746589827435
100,0,9,paired,0.003531240497210679
100,0,9,unpaired,
100,0,9,combined,0.003531240497210679
100,0,9,pooled,0.003531240497210679
100,0,10,paired,0.004999530745321187
100,0,10,unpaired,
100,0,10,combined,0.004999530745321187
100,0,10,pooled,0.004999530745321187
100,0,11,paired,0.0038654642401658493
100,0,11,unpaired,
100,0,11,combined,0.0038654642401658493
100,0,11,pooled,0.0038654642401658493
100,0,12,paired,0.001469892351168624
100,0,12,unpaired,
100,0,12,combined,0.001469892351168624
100,0,12,pooled,0.001469892351168624
100,0,13,paired,0.0010760350201698915
100,0,13,unpaired,
100,0,13,combined,0.0010760350201698915
100,0,13,pooled,0.0010760350201698915
100,0,14,paired,0.001052055151449369
100,0,14,unpaired,
100,0,14,combined,0.001052055151449369
100,0,14,pooled,0.001052055151449369
100,0,15,paired,0.0030188064213203126
100,0,15,unpaired,
100,0,15,combined,0.0030188064213203126
100,0,15,pooled,0.0030188064213203126
100,0,16,paired,0.0025829658895860745
100,0,16,unpaired,
100,0,16,combined,0.0025829658895860745
100,0,16,pooled,0.0025829658895860745
100,0,17,paired,0.003371619982643908
100,0,17,unpaired,
100,0,17,combined,0.003371619982643908
100,0,17,pooled,0.003371619982643908
100,0,18,paired,0.005439673059691293
100,0,18,unpaired,
100,0,18,combined,0.005439673059691293
100,0,18,pooled,0.005439673059691293
100,0,19,paired,0.0011364480079035769
100,0,19,unpaired,
100,0,19,combined,0.0011364480079035769
100,0,19,pooled,0.0011364480079035769
100,0,20,paired,0.00165303445141722
100,0,20,unpaired,
100,0,20,combined,0.00165303445141722
100,0,20,pooled,0.00165303445141722
100,0,21,paired,0.0012255578808641355
100,0,21,unpaired,
100,0,21,combined,0.0012255578808641355
100,0,21,pooled,0.0012255578808641355
100,0,22,paired,0.001782777789120232
100,0,22,unpaired,
100,0,22,combined,0.001782777789120232
100,0,22,pooled,0.001782777789120232
100,0,23,paired,0.020505679094114874
100,0,23,unpaired,
100,0,23,combined,0.020505679094114874
100,0,23,pooled,0.020505679094114874
100,0,24,paired,0.00267238141356195
100,0,24,unpaired,
100,0,24,combined,0.00267238141356195
100,0,24,pooled,0.00267238141356195
100,0,25,paired,0.006346135877956059
100,0,25,unpaired,
100,0,25,combined,0.006346135877956059
100,0,25,pooled,0.006346135877956059
100,0,26,paired,0.0020176742220633904
100,0,26,unpaired,
100,0,26,combined,0.0020176742220633904
100,0,26,pooled,0.0020176742220633904
100,0,27,paired,0.0030901453316637
100,0,27,unpaired,
100,0,27,combined,0.0030901453316637
100,0,27,pooled,0.0030901453316637
100,0,28,paired,0.0020063120529299296
100,0,28,unpaired,
100,0,28,combined,0.0020063120529299296
100,0,28,pooled,0.0020063120529299296
100,0,29,paired,0.005878960699974944
100,0,29,unpaired,
100,0,29,combined,0.005878960699974944
100,0,29,pooled,0.005878960699974944
100,0,30,paired,0.005144825336420956
100,0,30,unpaired,
100,0,30,combined,0.005144825336420956
100,0,30,pooled,0.005144825336420956
100,0,31,paired,0.003257326930971217
100,0,31,unpaired,
100,0,31,combined,0.003257326930971217
100,0,31,pooled,0.003257326930971217
100,0,32,paired,0.009801201575899178
100,0,32,unpaired,
100,0,32,combined,0.009801201575899178
100,0,32,pooled,0.009801201575899178
100,0,33,paired,0.0021215649241892605
100,0,33,unpaired,
100,0,33,combined,0.0021215649241892605
100,0,33,pooled,0.0021215649241892605
100,0,34,paired,0.0031747758470237228
100,0,34,unpaired,
100,0,34,combined,0.0031747758470237228
100,0,34,pooled,0.0031747758470237228
100,0,35,paired,0.0015264514694583737
100,0,35,unpaired,
100,0,35,combined,0.0015264514694583737
100,0,35,pooled,0.0015264514694583737
100,0,36,paired,0.0018369695050868013
100,0,36,unpaired,
100,0,36,combined,0.0018369695050868013
100,0,36,pooled,0.0018369695050868013
100,0,37,paired,0.0012592550856390288
100,0,37,unpaired,
100,0,37,combined,0.0012592550856390288
100,0,37,pooled,0.0012592550856390288
100,0,38,paired,0.0034713497767128367
100,0,38,unpaired,
100,0,38,combined,0.0034713497767128367
100,0,38,pooled,0.0034713497767128367
100,0,39,paired,0.0011468791922437098
100,0,39,unpaired,
100,0,39,combined,0.0011468791922437098
100,0,39,pooled,0.0011468791922437098
100,0,40,paired,0.0032353431975788854
100,0,40,unpaired,
100,0,40,combined,0.0032353431975788854
100,0,40,pooled,0.0032353431975788854
100,0,41,paired,0.003474024087852575
100,0,41,unpaired,
100,0,41,combined,0.003474024087852575
100,0,41,pooled,0.003474024087852575
100,0,42,paired,0.0030947152984727435
100,0,42,unpaired,
100,0,42,combined,0.0030947152984727435
100,0,42,pooled,0.0030947152984727435
100,0,43,paired,0.004765765213283928
100,0,43,unpaired,
100,0,43,combined,0.004765765213283928
100,0,43,pooled,0.004765765213283928
100,0,44,paired,0.0031215913721571835
100,0,44,unpaired,
100,0,44,combined,0.0031215913721571835
100,0,44,pooled,0.0031215913721571835
100,0,45,paired,0.004777630505114767
100,0,45,unpaired,
100,0,45,combined,0.004777630505114767
100,0,45,pooled,0.004777630505114767
100,0,46,paired,0.0023895596756019584
100,0,46,unpaired,
100,0,46,combined,0.0023895596756019584
100,0,46,pooled,0.0023895596756019584
100,0,47,paired,0.0022125248201978784
100,0,47,unpaired,
100,0,47,combined,0.0022125248201978784
100,0,47,pooled,0.0022125248201978784
100,0,48,paired,0.007262080408373793
100,0,48,unpaired,
100,0,48,combined,0.007262080408373793
100,0,48,pooled,0.007262080408373793
100,0,49,paired,0.01117254433798086
100,0,49,unpaired,
100,0,49,combined,0.01117254433798086
100,0,49,pooled,0.01117254433798086
100,10,0,paired,0.00473570396691512
100,10,0,unpaired,0.27677872435280065
100,10,0,combined,0.005843890290225083
100,10,0,pooled,0.005947660980776474
100,10,1,paired,0.0013730131956188976
100,10,1,unpaired,0.17212823729734028
100,10,1,combined,0.0035725936010726745
100,10,1,pooled,0.0029127681084174235
100,10,2,paired,0.002326567992317116
100,10,2,unpaired,0.21921718770717363
100,10,2,combined,0.005311523752098905
100,10,2,pooled,0.004161947807466724
100,10,3,paired,0.009604380450310684
100,10,3,unpaired,0.20122857018277535
100,10,3,combined,0.01276248422725293
100,10,3,pooled,0.009882475795576263
100,10,4,paired,0.005991428910650787
100,10,4,unpaired,0.19956168861692827
100,10,4,combined,0.0045264016179684865
100,10,4,pooled,0.00671936693904342
100,10,5,paired,0.00966199644470463
100,10,5,unpaired,0.37412236085566936
100,10,5,combined,0.017135726618501237
100,10,5,pooled,0.013366453326253708
100,10,6,paired,0.004423224716988263
100,10,6,unpaired,0.22034159276092607
100,10,6,combined,0.006331117540660716
100,10,6,pooled,0.005021015973248943
100,10,7,paired,0.008006232103518125
100,10,7,unpaired,0.33568025677890695
100,10,7,combined,0.014750774758988764
100,10,7,pooled,0.01150264600884237
100,10,8,paired,0.0025390746589827435
100,10,8,unpaired,0.25222932490396294
100,10,8,combined,0.005210924170503842
100,10,8,pooled,0.003689955901989103
100,10,9,paired,0.003531240497210679
100,10,9,unpaired,0.27593563296576784
100,10,9,combined,0.004262065030992701
100,10,9,pooled,0.003443585567402411
100,10,10,paired,0.004999530745321187
100,10,10,unpaired,0.3813619968495165
100,10,10,combined,0.0060718698113499565
100,10,10,pooled,0.005346286596099555
100,10,11,paired,0.0038654642401658493
100,10,11,unpaired,0.1859442511772735
100,10,11,combined,0.0037995294183364057
100,10,11,pooled,0.0039940289422985345
100,10,12,paired,0.001469892351168624
100,10,12,unpaired,0.27247516759291696
100,10,12,combined,0.004775229571766386
100,10,12,pooled,0.0034057556739569006
100,10,13,paired,0.0010760350201698915
100,10,13,unpaired,0.2556341022970116
100,10,13,combined,0.0027458867145930977
100,10,13,pooled,0.0027005562095407994
100,10,14,paired,0.001052055151449369
100,10,14,unpaired,0.2945556190136993
100,10,14,combined,0.0024951510434658504
100,10,14,pooled,0.0023191725642950304
100,10,15,paired,0.0030188064213203126
100,10,15,unpaired,0.20313677460059687
100,10,15,combined,0.004000473817994726
100,10,15,pooled,0.0038217038559897384
100,10,16,paired,0.0025829658895860745
100,10,16,unpaired,0.1512625412740346
100,10,16,combined,0.0034340931760949815
100,10,16,pooled,0.0042537219673013755
100,10,17,paired,0.003371619982643908
100,10,17,unpaired,0.29638068832729286
100,10,17,combined,0.005817820542243829
100,10,17,pooled,0.003646901036739104
100,10,18,paired,0.005439673059691293
100,10,18,unpaired,0.3202777797526243
100,10,18,combined,0.005195084312176572
100,10,18,pooled,0.005839892612996429
100,10,19,paired,0.0011364480079035769
100,10,19,unpaired,0.44747580492978517
100,10,19,combined,0.005738446189186423
100,10,19,pooled,0.0036728152406509435
100,10,20,paired,0.00165303445141722
100,10,20,unpaired,0.34790847648013434
100,10,20,combined,0.003822468814046566
100,10,20,pooled,0.0032263801880512786
100,10,21,paired,0.0012255578808641355
100,10,21,unpaired,0.29238734154486556
100,10,21,combined,0.0033020874617039706
100,10,21,pooled,0.0031380558303817133
100,10,22,paired,0.001782777789120232
100,10,22,unpaired,0.246345893204744
100,10,22,combined,0.0038744839560229264
100,10,22,pooled,0.0030155769373990783
100,10,23,paired,0.020505679094114874
100,10,23,unpaired,0.2460280618029209
100,10,23,combined,0.015831833990554007
100,10,23,pooled,0.020404772372441708
100,10,24,paired,0.00267238141356195
100,10,24,unpaired,0.37173248752561244
100,10,24,combined,0.005528711944441781
100,10,24,pooled,0.005510627955777393
100,10,25,paired,0.006346135877956059
100,10,25,unpaired,0.2915080298511437
100,10,25,combined,0.003855062448399225
100,10,25,pooled,0.0052408711264147695
100,10,26,paired,0.0020176742220633904
100,10,26,unpaired,0.19228637536281448
100,10,26,combined,0.003906080388762287
100,10,26,pooled,0.0032779302226235304
100,10,27,paired,0.0030901453316637
100,10,27,unpaired,0.19387563188333154
100,10,27,combined,0.0028825329180614027
100,10,27,pooled,0.0035544191636232196
100,10,28,paired,0.0020063120529299296
100,10,28,unpaired,0.2114083178045462
100,10,28,combined,0.0025247769019646703
100,10,28,pooled,0.0030964076700931292
100,10,29,paired,0.005878960699974944
100,10,29,unpaired,0.2363872093645262
100,10,29,combined,0.006395164982408011
100,10,29,pooled,0.005919483155266551
100,10,30,paired,0.005144825336420956
100,10,30,unpaired,0.21826986815990135
100,10,30,combined,0.00802190988680991
100,10,30,pooled,0.005372569802829135
100,10,31,paired,0.003257326930971217
100,10,31,unpaired,0.3771861314332231
100,10,31,combined,0.009185492101435249
100,10,31,pooled,0.007219867265393678
100,10,32,paired,0.009801201575899178
100,10,32,unpaired,0.14567184968394806
100,10,32,combined,0.009480540035279246
100,10,32,pooled,0.010843923681370101
100,10,33,paired,0.0021215649241892605
100,10,33,unpaired,0.2338934456318289
100,10,33,combined,0.0028882212389294963
100,10,33,pooled,0.004922053094605535
100,10,34,paired,0.0031747758470237228
100,10,34,unpaired,0.2263333980064111
100,10,34,combined,0.005795681793762111
100,10,34,pooled,0.003945359150122769
100,10,35,paired,0.0015264514694583737
100,10,35,unpaired,0.12155352328445229
100,10,35,combined,0.002703219016000027
100,10,35,pooled,0.002262332045405673
100,10,36,paired,0.0018369695050868013
100,10,36,unpaired,0.1382304519163572
100,10,36,combined,0.002622497884027999
100,10,36,pooled,0.002874790813106502
100,10,37,paired,0.0012592550856390288
100,10,37,unpaired,0.3332750800645516
100,10,37,combined,0.005483854859681897
100,10,37,pooled,0.0034520326434360994
100,10,38,paired,0.0034713497767128367
100,10,38,unpaired,0.2776541675690256
100,10,38,combined,0.007744286302171029
100,10,38,pooled,0.0059368625327718486
100,10,39,paired,0.0011468791922437098
100,10,39,unpaired,0.24064781974876703
100,10,39,combined,0.0039649898322952175
100,10,39,pooled,0.003128800918788363
100,10,40,paired,0.0032353431975788854
100,10,40,unpaired,0.2450494881906117
100,10,40,combined,0.0056906355846834756
100,10,40,pooled,0.004723602926414774
100,10,41,paired,0.003474024087852575
100,10,41,unpaired,0.3174336218475626
100,10,41,combined,0.007683380479088966
100,10,41,pooled,0.005711107598331472
100,10,42,paired,0.0030947152984727435
100,10,42,unpaired,0.3383579896415712
100,10,42,combined,0.0034169548967762347
100,10,42,pooled,0.0037341239784422415
100,10,43,paired,0.004765765213283928
100,10,43,unpaired,0.146606935786896
100,10,43,combined,0.005925679440972931
100,10,43,pooled,0.004960219909427255
100,10,44,paired,0.0031215913721571835
100,10,44,unpaired,0.2851111941020695
100,10,44,combined,0.005862815503184842
100,10,44,pooled,0.003851182738391522
100,10,45,paired,0.004777630505114767
100,10,45,unpaired,0.38429753194530375
100,10,45,combined,0.003418488333486275
100,10,45,pooled,0.003997690456958512
100,10,46,paired,0.0023895596756019584
100,10,46,unpaired,0.4358707963975917
100,10,46,combined,0.007223224121480138
100,10,46,pooled,0.005253932279063456
100,10,47,paired,0.0022125248201978784
100,10,47,unpaired,0.2846562206504535
100,10,47,combined,0.0044340975321337656
100,10,47,pooled,0.003213658485940969
100,10,48,paired,0.007262080408373793
100,10,48,unpaired,0.14849438321256483
100,10,48,combined,0.006900417218880124
100,10,48,pooled,0.010024706226277167
100,10,49,paired,0.01117254433798086
100,10,49,unpaired,0.3564296772603104
100,10,49,combined,0.015322388835433359
100,10,49,pooled,0.011216942210491332
100,25,0,paired,0.00473570396691512
100,25,0,unpaired,0.1196776564865206
100,25,0,combined,0.005469898233871493
100,25,0,pooled,0.006942420319621455
100,25,1,paired,0.0013730131956188976
100,25,1,unpaired,0.08384311613664122
100,25,1,combined,0.00566211202445675
100,25,1,pooled,0.00662716029808642
100,25,2,paired,0.002326567992317116
100,25,2,unpaired,0.05901570021585122
100,25,2,combined,0.003547155859209739
100,25,2,pooled,0.003172482547564732
100,25,3,paired,0.009604380450310684
100,25,3,unpaired,0.1561025789368896
100,25,3,combined,0.01930946178617159
100,25,3,pooled,0.015629147313476068
100,25,4,paired,0.005991428910650787
100,25,4,unpaired,0.07991077093620175
100,25,4,combined,0.008593547963604377
100,25,4,pooled,0.009957071499048573
100,25,5,paired,0.00966199644470463
100,25,5,unpaired,0.12047488862502741
100,25,5,combined,0.015852996389118232
100,25,5,pooled,0.013968141890768447
100,25,6,paired,0.004423224716988263
100,25,6,unpaired,0.08543168727385461
100,25,6,combined,0.007301309583365497
100,25,6,pooled,0.004992887619397726
100,25,7,paired,0.008006232103518125
100,25,7,unpaired,0.06156355922774639
100,25,7,combined,0.008894905302415206
100,25,7,pooled,0.005936826912975307
100,25,8,paired,0.0025390746589827435
100,25,8,unpaired,0.07988773105813107
100,25,8,combined,0.005734760674160888
100,25,8,pooled,0.006001736070577481
100,25,9,paired,0.003531240497210679
100,25,9,unpaired,0.08274896909653885
100,25,9,combined,0.00472088029956671
100,25,9,pooled,0.0057736649247326684
100,25,10,paired,0.004999530745321187
100,25,10,unpaired,0.08837725924958086
100,25,10,combined,0.006618352098395564
100,25,10,pooled,0.008059110938284706
100,25,11,paired,0.0038654642401658493
100,25,11,unpaired,0.06295031320023001
100,25,11,combined,0.0048376386776752
100,25,11,pooled,0.004424180469478239
100,25,12,paired,0.001469892351168624
100,25,12,unpaired,0.07220754470608123
100,25,12,combined,0.0046540872829358955
100,25,12,pooled,0.0038477580343818404
100,25,13,paired,0.0010760350201698915
100,25,13,unpaired,0.08309148557634127
100,25,13,combined,0.004028336759779495
100,25,13,pooled,0.003849935952455924
100,25,14,paired,0.001052055151449369
100,25,14,unpaired,0.10996722110709505
100,25,14,combined,0.004702666190176166
100,25,14,pooled,0.005355633200774145
100,25,15,paired,0.0030188064213203126
100,25,15,unpaired,0.06877622991583267
100,25,15,combined,0.005121171542428105
100,25,15,pooled,0.005165038163835976
100,25,16,paired,0.0025829658895860745
100,25,16,unpaired,0.07707775467803037
100,25,16,combined,0.005075772714097502
100,25,16,pooled,0.004887433468479627
100,25,17,paired,0.003371619982643908
100,25,17,unpaired,0.08963665337779864
100,25,17,combined,0.006363453663881147
100,25,17,pooled,0.005404418192086326
100,25,18,paired,0.005439673059691293
100,25,18,unpaired,0.061587517304189425
100,25,18,combined,0.004602359614738936
100,25,18,pooled,0.00597307253054287
100,25,19,paired,0.0011364480079035769
100,25,19,unpaired,0.08349260963228486
100,25,19,combined,0.0046063260636758615
100,25,19,pooled,0.0035402362959433093
100,25,20,paired,0.00165303445141722
100,25,20,unpaired,0.06112113841257729
100,25,20,combined,0.003520705136907355
100,25,20,pooled,0.004236337118238776
100,25,21,paired,0.0012255578808641355
100,25,21,unpaired,0.07177717165440481
100,25,21,combined,0.003614750253189527
100,25,21,pooled,0.00448349134303934
100,25,22,paired,0.001782777789120232
100,25,22,unpaired,0.10089983694983842
100,25,22,combined,0.005879286711698593
100,25,22,pooled,0.004650381865283295
100,25,23,paired,0.020505679094114874
100,25,23,unpaired,0.08560016620322536
100,25,23,combined,0.010951269896403274
100,25,23,pooled,0.015628905165741343
100,25,24,paired,0.00267238141356195
100,25,24,unpaired,0.09325290043064104
100,25,24,combined,0.003833081225275826
100,25,24,pooled,0.0038547922050064807
100,25,25,paired,0.006346135877956059
100,25,25,unpaired,0.1080231807878853
100,25,25,combined,0.007077713410749016
100,25,25,pooled,0.008297179016707698
100,25,26,paired,0.0020176742220633904
100,25,26,unpaired,0.08865142020674485
100,25,26,combined,0.0054709473348335735
100,25,26,pooled,0.005264131533615022
100,25,27,paired,0.0030901453316637
100,25,27,unpaired,0.1104575162359285
100,25,27,combined,0.006005986681975524
100,25,27,pooled,0.006451121877818788
100,25,28,paired,0.0020063120529299296
100,25,28,unpaired,0.060441454701205544
100,25,28,combined,0.002174361625383271
100,25,28,pooled,0.003199293578239736
100,25,29,paired,0.005878960699974944
100,25,29,unpaired,0.09933174635362903
100,25,29,combined,0.008732868289158617
100,25,29,pooled,0.00798049675489089
100,25,30,paired,0.005144825336420956
100,25,30,unpaired,0.07243250409936823
100,25,30,combined,0.005837159145643568
100,25,30,pooled,0.006224281452395837
100,25,31,paired,0.003257326930971217
100,25,31,unpaired,0.10891521534971663
100,25,31,combined,0.009136849056198673
100,25,31,pooled,0.009085361191193592
100,25,32,paired,0.009801201575899178
100,25,32,unpaired,0.07567270051279307
100,25,32,combined,0.008262607860823246
100,25,32,pooled,0.00883491583008866
100,25,33,paired,0.0021215649241892605
100,25,33,unpaired,0.08731794017846206
100,25,33,combined,0.004447070349404618
100,25,33,pooled,0.005465449933209828
100,25,34,paired,0.0031747758470237228
100,25,34,unpaired,0.08840643716180832
100,25,34,combined,0.006827525900222395
100,25,34,pooled,0.005895720287691649
100,25,35,paired,0.0015264514694583737
100,25,35,unpaired,0.09308571765640776
100,25,35,combined,0.005914816468008944
100,25,35,pooled,0.006719268029783473
100,25,36,paired,0.0018369695050868013
100,25,36,unpaired,0.07331508154819191
100,25,36,combined,0.003283084158193891
100,25,36,pooled,0.0032348279353182734
100,25,37,paired,0.0012592550856390288
100,25,37,unpaired,0.07432832993664727
100,25,37,combined,0.003394596017350946
100,25,37,pooled,0.00326891910619173
100,25,38,paired,0.0034713497767128367
100,25,38,unpaired,0.10581674989043355
100,25,38,combined,0.00582246315890475
100,25,38,pooled,0.0046771116736804485
100,25,39,paired,0.0011468791922437098
100,25,39,unpaired,0.10096215813664206
100,25,39,combined,0.005319375941926299
100,25,39,pooled,0.005254421022027171
100,25,40,paired,0.0032353431975788854
100,25,40,unpaired,0.08059513633814679
100,25,40,combined,0.0050079688288294615
100,25,40,pooled,0.0051168902239375385
100,25,41,paired,0.003474024087852575
100,25,41,unpaired,0.0772626257341571
100,25,41,combined,0.0062362754002935165
100,25,41,pooled,0.00639691425706409
100,25,42,paired,0.0030947152984727435
100,25,42,unpaired,0.09567393948471746
100,25,42,combined,0.004118190220419522
100,25,42,pooled,0.0041489855684358565
100,25,43,paired,0.004765765213283928
100,25,43,unpaired,0.10734557621732398
100,25,43,combined,0.010152015610744062
100,25,43,pooled,0.008261236650327953
100,25,44,paired,0.0031215913721571835
100,25,44,unpaired,0.08421606867071517
100,25,44,combined,0.0031966006067785267
100,25,44,pooled,0.0039719708293072436
100,25,45,paired,0.004777630505114767
100,25,45,unpaired,0.13657173618630616
100,25,45,combined,0.007461970878966115
100,25,45,pooled,0.008343119647638576
100,25,46,paired,0.0023895596756019584
100,25,46,unpaired,0.0747103261041717
100,25,46,combined,0.004725321334834458
100,25,46,pooled,0.004708629005140956
100,25,47,paired,0.0022125248201978784
100,25,47,unpaired,0.05850563426547555
100,25,47,combined,0.004205940974165219
100,25,47,pooled,0.004277085693650352
100,25,48,paired,0.007262080408373793
100,25,48,unpaired,0.10116884969699351
100,25,48,combined,0.008725578954684511
100,25,48,pooled,0.011210814162036384
100,25,49,paired,0.01117254433798086
100,25,49,unpaired,0.17554081442510103
100,25,49,combined,0.020494196048284317
100,25,49,pooled,0.014362856092114226
100,50,0,paired,0.00473570396691512
100,50,0,unpaired,0.04030447275544153
100,50,0,combined,0.005322710480789779
100,50,0,pooled,0.005350532682651869
100,50,1,paired,0.0013730131956188976
100,50,1,unpaired,0.041366161186065224
100,50,1,combined,0.005742364737558932
100,50,1,pooled,0.006876594711927099
100,50,2,paired,0.002326567992317116
100,50,2,unpaired,0.04449535666291675
100,50,2,combined,0.007009654342438442
100,50,2,pooled,0.006472121367892945
100,50,3,paired,0.009604380450310684
100,50,3,unpaired,0.03850156468517903
100,50,3,combined,0.011084321961661654
100,50,3,pooled,0.01185219346038579
100,50,4,paired,0.005991428910650787
100,50,4,unpaired,0.037518358284336445
100,50,4,combined,0.004745998584564359
100,50,4,pooled,0.005860296898180966
100,50,5,paired,0.00966199644470463
100,50,5,unpaired,0.02925805285956974
100,50,5,combined,0.008973813550813182
100,50,5,pooled,0.006951147446507609
100,50,6,paired,0.004423224716988263
100,50,6,unpaired,0.03234408902668291
100,50,6,combined,0.006899219624996576
100,50,6,pooled,0.007055912589677875
100,50,7,paired,0.008006232103518125
100,50,7,unpaired,0.044657885508149066
100,50,7,combined,0.011302911579304332
100,50,7,pooled,0.00939743023154416
100,50,8,paired,0.0025390746589827435
100,50,8,unpaired,0.07405336784367537
100,50,8,combined,0.012012831884610792
100,50,8,pooled,0.012919257678467432
100,50,9,paired,0.003531240497210679
100,50,9,unpaired,0.03559149306432665
100,50,9,combined,0.005783730510574696
100,50,9,pooled,0.006015412892681428
100,50,10,paired,0.004999530745321187
100,50,10,unpaired,0.03541041878917847
100,50,10,combined,0.005714129816555836
100,50,10,pooled,0.006162518187845301
100,50,11,paired,0.0038654642401658493
100,50,11,unpaired,0.02932624048969041
100,50,11,combined,0.004465022158180914
100,50,11,pooled,0.0045509068340943235
100,50,12,paired,0.001469892351168624
100,50,12,unpaired,0.04608574602739151
100,50,12,combined,0.00613612182012047
100,50,12,pooled,0.004498737303726783
100,50,13,paired,0.0010760350201698915
100,50,13,unpaired,0.06887933515404707
100,50,13,combined,0.008193551036875552
100,50,13,pooled,0.00886997366413886
