experiment,estimator,mae,seed,obs_prob
task_parity,rbf_combined,1.0498100137093627,49,0.3
task_parity,rbf_paired,0.8076494195875461,0,0.5
task_parity,rbf_unpaired,1.0003122735317778,0,0.5
task_parity,rbf_combined,0.8864760758262514,0,0.5
task_parity,rbf_paired,0.8995472798041965,1,0.5
task_parity,rbf_unpaired,1.2395223891211566,1,0.5
task_parity,rbf_combined,1.0295143445241761,1,0.5
task_parity,rbf_paired,0.7533775340690622,2,0.5
task_parity,rbf_unpaired,0.8939304597621751,2,0.5
task_parity,rbf_combined,0.7792548073765183,2,0.5
task_parity,rbf_paired,0.7542566650620716,3,0.5
task_parity,rbf_unpaired,0.9744669741690963,3,0.5
task_parity,rbf_combined,0.804299734915227,3,0.5
task_parity,rbf_paired,0.8717790409000018,4,0.5
task_parity,rbf_unpaired,1.0916119916812712,4,0.5
task_parity,rbf_combined,0.9667019664178208,4,0.5
task_parity,rbf_paired,0.9058171365054908,5,0.5
task_parity,rbf_unpaired,1.1049430217054386,5,0.5
task_parity,rbf_combined,0.9439120404744437,5,0.5
task_parity,rbf_paired,0.8128586789655077,6,0.5
task_parity,rbf_unpaired,0.9161482159719142,6,0.5
task_parity,rbf_combined,0.8148460501328177,6,0.5
task_parity,rbf_paired,0.6144150677112202,7,0.5
task_parity,rbf_unpaired,0.8200937360090877,7,0.5
task_parity,rbf_combined,0.677370881113556,7,0.5
task_parity,rbf_paired,0.8606654390488769,8,0.5
task_parity,rbf_unpaired,1.0501688283244195,8,0.5
task_parity,rbf_combined,0.9112917714848735,8,0.5
task_parity,rbf_paired,0.8638549514164892,9,0.5
task_parity,rbf_unpaired,1.1214618905876057,9,0.5
task_parity,rbf_combined,0.9292227740684103,9,0.5
task_parity,rbf_paired,0.8018222939607028,10,0.5
task_parity,rbf_unpaired,1.0423416325073733,10,0.5
task_parity,rbf_combined,0.8971780190356954,10,0.5
task_parity,rbf_paired,0.7698654026554312,11,0.5
task_parity,rbf_unpaired,1.0012814281972873,11,0.5
task_parity,rbf_combined,0.8514658475866361,11,0.5
task_parity,rbf_paired,0.7870064177895852,12,0.5
task_parity,rbf_unpaired,1.009661075709452,12,0.5
task_parity,rbf_combined,0.8824720798571395,12,0.5
task_parity,rbf_paired,0.9767260157998948,13,0.5
task_parity,rbf_unpaired,1.2860766099853065,13,0.5
task_parity,rbf_combined,1.0117523710868401,13,0.5
task_parity,rbf_paired,0.828355599539559,14,0.5
task_parity,rbf_unpaired,1.0891452765507073,14,0.5
task_parity,rbf_combined,0.8926685481066763,14,0.5
task_parity,rbf_paired,0.8093584897143293,15,0.5
task_parity,rbf_unpaired,1.0155434180513532,15,0.5
task_parity,rbf_combined,0.8713520086488772,15,0.5
task_parity,rbf_paired,0.8070763532618704,16,0.5
task_parity,rbf_unpaired,0.9679927990449134,16,0.5
task_parity,rbf_combined,0.831176490687248,16,0.5
task_parity,rbf_paired,0.8677223853017412,17,0.5
task_parity,rbf_unpaired,1.0443382031846358,17,0.5
task_parity,rbf_combined,0.8997685779390782,17,0.5
