experiment,estimator,rmse,seed,n_models
n_models,rbf_unpaired,1.871020921174211,41,100
n_models,rbf_combined,1.6863293454133212,41,100
n_models,rbf_paired,2.2892733673167958,42,100
n_models,rbf_unpaired,1.8364873392291337,42,100
n_models,rbf_combined,1.5894526723672031,42,100
n_models,rbf_paired,1.999284139753276,43,100
n_models,rbf_unpaired,1.6938315803306092,43,100
n_models,rbf_combined,1.4719313356070376,43,100
n_models,rbf_paired,2.2680406495898877,44,100
n_models,rbf_unpaired,2.0005348987961367,44,100
n_models,rbf_combined,1.5315651140225606,44,100
n_models,rbf_paired,2.585505386175502,45,100
n_models,rbf_unpaired,2.15725497438299,45,100
n_models,rbf_combined,1.9735014849739991,45,100
n_models,rbf_paired,2.174545972999881,46,100
n_models,rbf_unpaired,1.57257716631191,46,100
n_models,rbf_combined,1.5104456727414002,46,100
n_models,rbf_paired,1.883619014539438,47,100
n_models,rbf_unpaired,1.895264545917567,47,100
n_models,rbf_combined,1.3610169883107497,47,100
n_models,rbf_paired,2.2692669318676377,48,100
n_models,rbf_unpaired,1.82437978901344,48,100
n_models,rbf_combined,1.5856901511321624,48,100
n_models,rbf_paired,2.193497361394649,49,100
n_models,rbf_unpaired,1.7838709159411454,49,100
n_models,rbf_combined,1.4224979793207366,49,100
n_models,rbf_paired,2.2899624719537424,0,150
n_models,rbf_unpaired,2.290799429265567,0,150
n_models,rbf_combined,2.2567276054457768,0,150
n_models,rbf_paired,2.3422830933956846,1,150
n_models,rbf_unpaired,2.372238659129582,1,150
n_models,rbf_combined,2.3993859420020014,1,150
n_models,rbf_paired,2.475654928694351,2,150
n_models,rbf_unpaired,2.480980626508774,2,150
n_models,rbf_combined,2.462430071924021,2,150
n_models,rbf_paired,2.591761444635165,3,150
n_models,rbf_unpaired,2.581378441384253,3,150
n_models,rbf_combined,2.574889058977045,3,150
n_models,rbf_paired,2.585705935632052,4,150
n_models,rbf_unpaired,2.612482193398496,4,150
n_models,rbf_combined,2.586634545771163,4,150
n_models,rbf_paired,2.4567911483999363,5,150
n_models,rbf_unpaired,2.428433568923167,5,150
n_models,rbf_combined,2.390732781490471,5,150
n_models,rbf_paired,2.639093135457933,6,150
n_models,rbf_unpaired,2.6752757531943527,6,150
n_models,rbf_combined,2.6042293182162224,6,150
n_models,rbf_paired,2.1808712537600146,7,150
n_models,rbf_unpaired,2.130447792251916,7,150
n_models,rbf_combined,2.1683774367363644,7,150
n_models,rbf_paired,2.8149713902626736,8,150
n_models,rbf_unpaired,2.8424394066823515,8,150
n_models,rbf_combined,2.8078532844952493,8,150
n_models,rbf_paired,2.091566104132218,9,150
n_models,rbf_unpaired,2.1251590634713264,9,150
n_models,rbf_combined,2.11173682752672,9,150
n_models,rbf_paired,2.544612432034336,10,150
n_models,rbf_unpaired,2.556551727096497,10,150
n_models,rbf_combined,2.507120475190148,10,150
n_models,rbf_paired,2.6436453690090165,11,150
n_models,rbf_unpaired,2.6997131337684928,11,150
n_models,rbf_combined,2.617224248226948,11,150
n_models,rbf_paired,2.205114963664548,12,150
n_models,rbf_unpaired,2.238410912966577,12,150
n_models,rbf_combined,2.2574808448277484,12,150
n_models,rbf_paired,2.619300033923179,13,150
n_models,rbf_unpaired,2.622233421460588,13,150
n_models,rbf_combined,2.574840660727612,13,150
n_models,rbf_paired,2.506191915547428,14,150
n_models,rbf_unpaired,2.5267997733130514,14,150
n_models,rbf_combined,2.5252547837072354,14,150
n_models,rbf_paired,2.1781493595117136,15,150
n_models,rbf_unpaired,2.2141084394837054,15,150
n_models,rbf_combined,2.2021798581309886,15,150
n_models,rbf_paired,2.448637002946924,16,150
n_models,rbf_unpaired,2.4518790822983325,16,150
n_models,rbf_combined,2.457319947776781,16,150
n_models,rbf_paired,2.4837652912952666,17,150
n_models,rbf_unpaired,2.46821880499848,17,150
n_models,rbf_combined,2.543166802013324,17,150
n_models,rbf_paired,2.333180555537949,18,150
n_models,rbf_unpaired,2.363827983037998,18,150
n_models,rbf_combined,2.3327979620565342,18,150
n_models,rbf_paired,2.4108247030498826,19,150
n_models,rbf_unpaired,2.38212887882056,19,150
n_models,rbf_combined,2.4175255134176266,19,150
n_models,rbf_paired,2.601012226491769,20,150
n_models,rbf_unpaired,2.5887728990334224,20,150
n_models,rbf_combined,2.567848216183785,20,150
n_models,rbf_paired,2.4166223462973297,21,150
n_models,rbf_unpaired,2.436105651872128,21,150
n_models,rbf_combined,2.4292319802010502,21,150
n_models,rbf_paired,2.393411129814837,22,150
n_models,rbf_unpaired,2.404355169512957,22,150
n_models,rbf_combined,2.412937929042629,22,150
n_models,rbf_paired,2.287030254446192,23,150
n_models,rbf_unpaired,2.28255299720773,23,150
n_models,rbf_combined,2.2123606284312656,23,150
n_models,rbf_paired,2.528987010705136,24,150
n_models,rbf_unpaired,2.505766703910874,24,150
n_models,rbf_combined,2.463322425662714,24,150
n_models,rbf_paired,2.220424420408938,25,150
n_models,rbf_unpaired,2.270317404220176,25,150
n_models,rbf_combined,2.2904570847225747,25,150
n_models,rbf_paired,2.522366476163206,26,150
n_models,rbf_unpaired,2.5458569300757663,26,150
n_models,rbf_combined,2.491196797844057,26,150
n_models,rbf_paired,2.0603627977345518,27,150
n_models,rbf_unpaired,2.0626674233707623,27,150
n_models,rbf_combined,2.074310651164309,27,150
n_models,rbf_paired,2.207214057294336,28,150
n_models,rbf_unpaired,2.1732989393829687,28,150
n_models,rbf_combined,2.173172304438227,28,150
n_models,rbf_paired,2.136049877511945,29,150
n_models,rbf_unpaired,2.1376545568133785,29,150
n_models,rbf_combined,2.100727158407533,29,150
n_models,rbf_paired,2.3000927311948343,30,150
n_models,rbf_unpaired,2.3103930294356565,30,150
n_models,rbf_combined,2.2827288516638085,30,150
n_models,rbf_paired,2.7229996565550745,31,150
n_models,rbf_unpaired,2.732408190951646,31,150
n_models,rbf_combined,2.716705343093394,31,150
n_models,rbf_paired,2.4512299955550887,32,150
n_models,rbf_unpaired,2.462562910204368,32,150
n_models,rbf_combined,2.470924559302361,32,150
n_models,rbf_paired,2.2169871524628944,33,150
n_models,rbf_unpaired,2.234461978628029,33,150
n_models,rbf_combined,2.243326607682253,33,150
n_models,rbf_paired,2.0563660114645663,34,150
n_models,rbf_unpaired,2.0373644853511093,34,150
n_models,rbf_combined,2.035154448048115,34,150
n_models,rbf_paired,2.261094912241782,35,150
n_models,rbf_unpaired,2.242409728080555,35,150
n_models,rbf_combined,2.253836668458815,35,150
n_models,rbf_paired,2.31072639566938,36,150
n_models,rbf_unpaired,2.3303418499754143,36,150
n_models,rbf_combined,2.2892602335183323,36,150
n_models,rbf_paired,2.5618689770957737,37,150
n_models,rbf_unpaired,2.588688106296176,37,150
n_models,rbf_combined,2.584778192718293,37,150
n_models,rbf_paired,2.2180425937226964,38,150
n_models,rbf_unpaired,2.164387205485053,38,150
n_models,rbf_combined,2.183437522985926,38,150
n_models,rbf_paired,2.4489116297284665,39,150
n_models,rbf_unpaired,2.407900508641801,39,150
n_models,rbf_combined,2.3900139014665696,39,150
n_models,rbf_paired,2.4481777754102207,40,150
n_models,rbf_unpaired,2.434492592613607,40,150
n_models,rbf_combined,2.4493384658100514,40,150
n_models,rbf_paired,2.587818052719416,41,150
n_models,rbf_unpaired,2.626050066988836,41,150
n_models,rbf_combined,2.619006080220533,41,150
n_models,rbf_paired,2.498302670166863,42,150
n_models,rbf_unpaired,2.4741912750782293,42,150
n_models,rbf_combined,2.457881431768238,42,150
n_models,rbf_paired,2.3866540037209214,43,150
n_models,rbf_unpaired,2.4693436952537064,43,150
n_models,rbf_combined,2.503199083278944,43,150
n_models,rbf_paired,2.624236910637085,44,150
n_models,rbf_unpaired,2.630653506660267,44,150
n_models,rbf_combined,2.6330073707114745,44,150
n_models,rbf_paired,2.5662641202779053,45,150
n_models,rbf_unpaired,2.607755113761413,45,150
n_models,rbf_combined,2.626573447711583,45,150
n_models,rbf_paired,2.570662161428738,46,150
n_models,rbf_unpaired,2.597387080790877,46,150
n_models,rbf_combined,2.5250683078748604,46,150
n_models,rbf_paired,2.256760639918708,47,150
n_models,rbf_unpaired,2.180780168993897,47,150
n_models,rbf_combined,2.174702222628738,47,150
n_models,rbf_paired,2.5430028735416106,48,150
n_models,rbf_unpaired,2.4786395337524176,48,150
n_models,rbf_combined,2.5147870487607893,48,150
n_models,rbf_paired,2.374114648953673,49,150
n_models,rbf_unpaired,2.3786247977954305,49,150
n_models,rbf_combined,2.3853693675651213,49,150
n_models,rbf_paired,2.4167971916581292,0,120
n_models,rbf_unpaired,2.4579362426406797,0,120
n_models,rbf_combined,2.469398798375277,0,120
n_models,rbf_paired,2.427646851224634,1,120
n_models,rbf_unpaired,2.4543198822094294,1,120
n_models,rbf_combined,2.421059625296225,1,120
n_models,rbf_paired,2.3750520443787955,2,120
n_models,rbf_unpaired,2.34608088301377,2,120
n_models,rbf_combined,2.3402097910440762,2,120
n_models,rbf_paired,2.5689564442658863,3,120
n_models,rbf_unpaired,2.508166881070054,3,120
n_models,rbf_combined,2.5078025677161646,3,120
n_models,rbf_paired,2.5365140803768464,4,120
n_models,rbf_unpaired,2.5440371006259874,4,120
n_models,rbf_combined,2.529419375370616,4,120
n_models,rbf_paired,2.723924362721132,5,120
n_models,rbf_unpaired,2.661715825262963,5,120
n_models,rbf_combined,2.6856252916871397,5,120
n_models,rbf_paired,2.089979808376537,6,120
n_models,rbf_unpaired,2.1208832209379316,6,120
n_models,rbf_combined,2.0820064267548366,6,120
n_models,rbf_paired,2.237119433072658,7,120
n_models,rbf_unpaired,2.189125483435817,7,120
n_models,rbf_combined,2.170772798938989,7,120
n_models,rbf_paired,2.6686350799680323,8,120
n_models,rbf_unpaired,2.6665959979390252,8,120
n_models,rbf_combined,2.6040090902886646,8,120
n_models,rbf_paired,2.4045996291230383,9,120
n_models,rbf_unpaired,2.4031724405544765,9,120
n_models,rbf_combined,2.37265523357129,9,120
n_models,rbf_paired,2.270707292820276,10,120
n_models,rbf_unpaired,2.289651123806242,10,120
n_models,rbf_combined,2.282543637268388,10,120
n_models,rbf_paired,2.6207546910596355,11,120
n_models,rbf_unpaired,2.714175886249479,11,120
n_models,rbf_combined,2.6286457763746798,11,120
n_models,rbf_paired,2.4094751804253476,12,120
n_models,rbf_unpaired,2.4646473987254356,12,120
n_models,rbf_combined,2.448858415679043,12,120
n_models,rbf_paired,2.328357748692698,13,120
n_models,rbf_unpaired,2.3058913010208273,13,120
n_models,rbf_combined,2.2633955324049557,13,120
n_models,rbf_paired,2.6177147645381416,14,120
n_models,rbf_unpaired,2.6170765187249643,14,120
n_models,rbf_combined,2.6291647636861715,14,120
n_models,rbf_paired,2.4010643431547916,15,120
n_models,rbf_unpaired,2.400288202622472,15,120
n_models,rbf_combined,2.3723421756488294,15,120
n_models,rbf_paired,2.194826142016364,16,120
n_models,rbf_unpaired,2.175769895504995,16,120
n_models,rbf_combined,2.1690831592679705,16,120
n_models,rbf_paired,2.0253414952768085,17,120
n_models,rbf_unpaired,1.9731881178572415,17,120
n_models,rbf_combined,1.9951925905161632,17,120
n_models,rbf_paired,2.282143626639226,18,120
n_models,rbf_unpaired,2.2598649344172315,18,120
n_models,rbf_combined,2.258731566249336,18,120
n_models,rbf_paired,2.2265662363983005,19,120
n_models,rbf_unpaired,2.271145307102096,19,120
n_models,rbf_combined,2.26617029618401,19,120
n_models,rbf_paired,2.472622070827774,20,120
n_models,rbf_unpaired,2.4756866589200404,20,120
n_models,rbf_combined,2.4959017843497575,20,120
n_models,rbf_paired,2.4172820268247985,21,120
n_models,rbf_unpaired,2.4589168835814372,21,120
n_models,rbf_combined,2.4187178464402495,21,120
n_models,rbf_paired,2.5630924623741964,22,120
n_models,rbf_unpaired,2.624394731080984,22,120
n_models,rbf_combined,2.666985608485201,22,120
n_models,rbf_paired,2.756677864194731,23,120
n_models,rbf_unpaired,2.74647913255541,23,120
n_models,rbf_combined,2.7044061539297832,23,120
n_models,rbf_paired,2.4526161432555478,24,120
n_models,rbf_unpaired,2.357154919804462,24,120
n_models,rbf_combined,2.3530019299253992,24,120
n_models,rbf_paired,2.4382488616211133,25,120
n_models,rbf_unpaired,2.5216689788293145,25,120
n_models,rbf_combined,2.542239737094613,25,120
n_models,rbf_paired,2.897350491188094,26,120
n_models,rbf_unpaired,2.8824254849127784,26,120
n_models,rbf_combined,2.8889288649095994,26,120
n_models,rbf_paired,2.72780266525413,27,120
n_models,rbf_unpaired,2.7623544518001593,27,120
n_models,rbf_combined,2.686074106529512,27,120
n_models,rbf_paired,2.7410628300970368,28,120
n_models,rbf_unpaired,2.7339944250865775,28,120
n_models,rbf_combined,2.7079397497112434,28,120
n_models,rbf_paired,2.4796808544637132,29,120
n_models,rbf_unpaired,2.5476142058642295,29,120
n_models,rbf_combined,2.528889372128115,29,120
n_models,rbf_paired,2.476663493724402,30,120
n_models,rbf_unpaired,2.5032668888672305,30,120
n_models,rbf_combined,2.4783774858952436,30,120
n_models,rbf_paired,2.503677157213904,31,120
n_models,rbf_unpaired,2.480676906356566,31,120
n_models,rbf_combined,2.4704856707641096,31,120
n_models,rbf_paired,2.4123447513621237,32,120
n_models,rbf_unpaired,2.41207678189814,32,120
n_models,rbf_combined,2.4027664838184233,32,120
n_models,rbf_paired,2.6148668933038417,33,120
n_models,rbf_unpaired,2.683754878394268,33,120
n_models,rbf_combined,2.7347741576565356,33,120
n_models,rbf_paired,2.2595882477187903,34,120
n_models,rbf_unpaired,2.2776139990981807,34,120
n_models,rbf_combined,2.2470065562364763,34,120
n_models,rbf_paired,2.163826303192439,35,120
n_models,rbf_unpaired,2.1324416848096006,35,120
n_models,rbf_combined,2.1166899178229133,35,120
n_models,rbf_paired,2.269933726192373,36,120
n_models,rbf_unpaired,2.2638027962530605,36,120
n_models,rbf_combined,2.2360449059120926,36,120
n_models,rbf_paired,2.466895348920249,37,120
n_models,rbf_unpaired,2.4502442818418584,37,120
n_models,rbf_combined,2.4549457374755743,37,120
n_models,rbf_paired,2.0983752297365816,38,120
n_models,rbf_unpaired,2.0784921063405286,38,120
n_models,rbf_combined,2.099126364836512,38,120
n_models,rbf_paired,2.424838142744627,39,120
n_models,rbf_unpaired,2.462806115927481,39,120
n_models,rbf_combined,2.4164892424330726,39,120
n_models,rbf_paired,2.701820708287706,40,120
n_models,rbf_unpaired,2.783022621916798,40,120
n_models,rbf_combined,2.707052208771054,40,120
n_models,rbf_paired,2.4258767898047457,41,120
n_models,rbf_unpaired,2.3884534405904803,41,120
n_models,rbf_combined,2.3670166332703966,41,120
n_models,rbf_paired,2.466786462501778,42,120
n_models,rbf_unpaired,2.519875559848404,42,120
n_models,rbf_combined,2.4898546748225616,42,120
n_models,rbf_paired,2.508674726815281,43,120
n_models,rbf_unpaired,2.5439598232531377,43,120
n_models,rbf_combined,2.5482937750020853,43,120
n_models,rbf_paired,2.553997278783474,44,120
n_models,rbf_unpaired,2.530394337571943,44,120
n_models,rbf_combined,2.5469948611598765,44,120
n_models,rbf_paired,2.5994613891977503,45,120
n_models,rbf_unpaired,2.68281240345065,45,120
n_models,rbf_combined,2.652020464298488,45,120
n_models,rbf_paired,2.6275388292941906,46,120
n_models,rbf_unpaired,2.579111660757494,46,120
n_models,rbf_combined,2.60819853364027,46,120
n_models,rbf_paired,2.285100651838811,47,120
n_models,rbf_unpaired,2.3834441096010424,47,120
n_models,rbf_combined,2.358838207857607,47,120
n_models,rbf_paired,2.3521039375268735,48,120
n_models,rbf_unpaired,2.2753109658486466,48,120
n_models,rbf_combined,2.2685814334536683,48,120
n_models,rbf_paired,2.598465525401147,49,120
n_models,rbf_unpaired,2.549566535352768,49,120
n_models,rbf_combined,2.548063611389551,49,120
