experiment,estimator,mae,seed,n_tasks
n_tasks,rbf_paired,1.290547407115316,25,30
n_tasks,rbf_unpaired,1.1987838478044166,25,30
n_tasks,rbf_combined,1.1216830621922693,25,30
n_tasks,rbf_paired,1.5755615869611648,26,30
n_tasks,rbf_unpaired,1.3013082923130947,26,30
n_tasks,rbf_combined,1.2223130399774071,26,30
n_tasks,rbf_paired,1.2431872380378857,27,30
n_tasks,rbf_unpaired,1.1609752090982657,27,30
n_tasks,rbf_combined,1.0547285894283744,27,30
n_tasks,rbf_paired,1.3854896877364375,28,30
n_tasks,rbf_unpaired,1.1973818073914897,28,30
n_tasks,rbf_combined,1.1141643722069683,28,30
n_tasks,rbf_paired,1.2455783020493674,29,30
n_tasks,rbf_unpaired,1.0464021071001999,29,30
n_tasks,rbf_combined,0.9908966405707629,29,30
n_tasks,rbf_paired,1.5080764425387974,30,30
n_tasks,rbf_unpaired,1.0634206823984607,30,30
n_tasks,rbf_combined,0.9865330544860986,30,30
n_tasks,rbf_paired,1.587947928712056,31,30
n_tasks,rbf_unpaired,1.179561840241701,31,30
n_tasks,rbf_combined,1.1046016414584832,31,30
n_tasks,rbf_paired,1.1128932405276115,32,30
n_tasks,rbf_unpaired,1.0106324564829419,32,30
n_tasks,rbf_combined,0.951130659712222,32,30
n_tasks,rbf_paired,1.4421842742798614,33,30
n_tasks,rbf_unpaired,1.182025793744372,33,30
n_tasks,rbf_combined,1.1046262694151767,33,30
n_tasks,rbf_paired,1.1138603048575906,34,30
n_tasks,rbf_unpaired,1.1379957777223466,34,30
n_tasks,rbf_combined,1.0582543680816405,34,30
n_tasks,rbf_paired,1.2083712387657086,35,30
n_tasks,rbf_unpaired,1.1171808132579544,35,30
n_tasks,rbf_combined,1.0296569222455876,35,30
n_tasks,rbf_paired,1.1334733932169219,36,30
n_tasks,rbf_unpaired,1.0054872632325047,36,30
n_tasks,rbf_combined,0.935734992786734,36,30
n_tasks,rbf_paired,1.2324080546598715,37,30
n_tasks,rbf_unpaired,1.0770485559893752,37,30
n_tasks,rbf_combined,1.0132234984153978,37,30
n_tasks,rbf_paired,0.9661236149724763,38,30
n_tasks,rbf_unpaired,0.8709976697826638,38,30
n_tasks,rbf_combined,0.8323707245668923,38,30
n_tasks,rbf_paired,1.2522018367335805,39,30
n_tasks,rbf_unpaired,1.1581594045607966,39,30
n_tasks,rbf_combined,1.0852449229859884,39,30
n_tasks,rbf_paired,1.3626068573656656,40,30
n_tasks,rbf_unpaired,1.1868744095938257,40,30
n_tasks,rbf_combined,1.1189960649527206,40,30
n_tasks,rbf_paired,1.2817093199146032,41,30
n_tasks,rbf_unpaired,1.2218056376446977,41,30
n_tasks,rbf_combined,1.0999781358844947,41,30
n_tasks,rbf_paired,1.1369759530486727,42,30
n_tasks,rbf_unpaired,1.1015945181913913,42,30
n_tasks,rbf_combined,1.0406963140341223,42,30
n_tasks,rbf_paired,1.3235594441250638,43,30
n_tasks,rbf_unpaired,1.1575176863601144,43,30
n_tasks,rbf_combined,1.0852309034706686,43,30
n_tasks,rbf_paired,1.3396367634727553,44,30
n_tasks,rbf_unpaired,1.0649609695907825,44,30
n_tasks,rbf_combined,1.013854719781806,44,30
n_tasks,rbf_paired,1.5534469631189722,45,30
n_tasks,rbf_unpaired,1.2667755486846894,45,30
n_tasks,rbf_combined,1.177354282887123,45,30
n_tasks,rbf_paired,1.3823074255322412,46,30
n_tasks,rbf_unpaired,1.1110683374383123,46,30
n_tasks,rbf_combined,1.0479622578501442,46,30
n_tasks,rbf_paired,1.2139413970244421,47,30
n_tasks,rbf_unpaired,1.008801265887814,47,30
n_tasks,rbf_combined,0.9494703074493096,47,30
n_tasks,rbf_paired,1.1639687108203762,48,30
n_tasks,rbf_unpaired,1.087098835557225,48,30
n_tasks,rbf_combined,1.030670270114056,48,30
n_tasks,rbf_paired,1.4159658753030342,49,30
n_tasks,rbf_unpaired,1.1600684455671844,49,30
n_tasks,rbf_combined,1.0588715789551413,49,30
n_tasks,rbf_paired,1.0702959220512254,0,40
n_tasks,rbf_unpaired,1.059563368224004,0,40
n_tasks,rbf_combined,0.9950468081452859,0,40
n_tasks,rbf_paired,1.4072126187884637,1,40
n_tasks,rbf_unpaired,1.1789501884484754,1,40
n_tasks,rbf_combined,1.1099565594718306,1,40
n_tasks,rbf_paired,1.1704456974335562,2,40
n_tasks,rbf_unpaired,1.0546716999846315,2,40
n_tasks,rbf_combined,1.0104773790691006,2,40
n_tasks,rbf_paired,0.9874114808936958,3,40
n_tasks,rbf_unpaired,1.025549572602207,3,40
n_tasks,rbf_combined,0.9640287370389372,3,40
n_tasks,rbf_paired,1.2142867963640565,4,40
n_tasks,rbf_unpaired,1.1693302914861299,4,40
n_tasks,rbf_combined,1.1119275640217507,4,40
n_tasks,rbf_paired,1.187191634153417,5,40
n_tasks,rbf_unpaired,1.190845814415591,5,40
n_tasks,rbf_combined,1.126275774432699,5,40
n_tasks,rbf_paired,0.9270625039330471,6,40
n_tasks,rbf_unpaired,0.9457882136978525,6,40
n_tasks,rbf_combined,0.8936672744655314,6,40
n_tasks,rbf_paired,0.9760904459576707,7,40
n_tasks,rbf_unpaired,0.9558137652125542,7,40
n_tasks,rbf_combined,0.9184390941087666,7,40
n_tasks,rbf_paired,1.2148451125877566,8,40
n_tasks,rbf_unpaired,1.1034372382366893,8,40
n_tasks,rbf_combined,1.0279308008212453,8,40
n_tasks,rbf_paired,1.0446025883790475,9,40
n_tasks,rbf_unpaired,1.033466891738562,9,40
n_tasks,rbf_combined,0.9826198290883212,9,40
n_tasks,rbf_paired,1.0335307104799012,10,40
n_tasks,rbf_unpaired,1.033321929697953,10,40
n_tasks,rbf_combined,0.9962144448773523,10,40
n_tasks,rbf_paired,1.1688657071297606,11,40
n_tasks,rbf_unpaired,1.1350579776112988,11,40
n_tasks,rbf_combined,1.0610904833912342,11,40
n_tasks,rbf_paired,1.1081223532966393,12,40
n_tasks,rbf_unpaired,1.0926871999277596,12,40
n_tasks,rbf_combined,1.0371954271575434,12,40
n_tasks,rbf_paired,1.1374026121024186,13,40
n_tasks,rbf_unpaired,1.0793399625295104,13,40
n_tasks,rbf_combined,1.0299325909372608,13,40
n_tasks,rbf_paired,1.055083352825417,14,40
n_tasks,rbf_unpaired,1.180727058970707,14,40
n_tasks,rbf_combined,1.1111392753916582,14,40
n_tasks,rbf_paired,0.9845862005614537,15,40
n_tasks,rbf_unpaired,1.078120687091141,15,40
n_tasks,rbf_combined,1.000169043421591,15,40
n_tasks,rbf_paired,1.1409154777986557,16,40
n_tasks,rbf_unpaired,1.0236453764665385,16,40
n_tasks,rbf_combined,0.986229440790343,16,40
n_tasks,rbf_paired,0.9854998710202164,17,40
n_tasks,rbf_unpaired,0.9458693329769357,17,40
n_tasks,rbf_combined,0.8947828981481296,17,40
n_tasks,rbf_paired,1.1139271928270076,18,40
n_tasks,rbf_unpaired,1.0797517489012847,18,40
n_tasks,rbf_combined,1.0408525258965209,18,40
n_tasks,rbf_paired,1.0260980150807228,19,40
n_tasks,rbf_unpaired,1.0753111395647206,19,40
n_tasks,rbf_combined,1.01707839695123,19,40
n_tasks,rbf_paired,1.2597293311081548,20,40
n_tasks,rbf_unpaired,1.1267314719747696,20,40
n_tasks,rbf_combined,1.0906513915124176,20,40
n_tasks,rbf_paired,1.0016214383880537,21,40
n_tasks,rbf_unpaired,1.0634317279262167,21,40
n_tasks,rbf_combined,1.001319325609902,21,40
n_tasks,rbf_paired,1.310251092949861,22,40
n_tasks,rbf_unpaired,1.1945794564918468,22,40
n_tasks,rbf_combined,1.148374462205159,22,40
n_tasks,rbf_paired,1.1914145203132636,23,40
n_tasks,rbf_unpaired,1.055604887307816,23,40
n_tasks,rbf_combined,0.9963194989260826,23,40
n_tasks,rbf_paired,1.199267944183234,24,40
n_tasks,rbf_unpaired,1.0775471909662486,24,40
n_tasks,rbf_combined,1.0079867641971565,24,40
n_tasks,rbf_paired,1.0565641915939334,25,40
n_tasks,rbf_unpaired,1.1577244554215136,25,40
n_tasks,rbf_combined,1.1024166629243417,25,40
n_tasks,rbf_paired,1.3135346315047782,26,40
n_tasks,rbf_unpaired,1.3009912674834037,26,40
n_tasks,rbf_combined,1.234485942135504,26,40
n_tasks,rbf_paired,1.0596773022982506,27,40
n_tasks,rbf_unpaired,1.1646492939604687,27,40
n_tasks,rbf_combined,1.0781367389934935,27,40
n_tasks,rbf_paired,1.2519272841413238,28,40
n_tasks,rbf_unpaired,1.1034293071282981,28,40
n_tasks,rbf_combined,1.0492617348133835,28,40
n_tasks,rbf_paired,1.0362835588454673,29,40
n_tasks,rbf_unpaired,1.0709325010663904,29,40
n_tasks,rbf_combined,1.016267436371757,29,40
n_tasks,rbf_paired,1.2949838007131422,30,40
n_tasks,rbf_unpaired,1.1015643629749634,30,40
n_tasks,rbf_combined,1.0358864760711322,30,40
n_tasks,rbf_paired,1.3410892309263325,31,40
n_tasks,rbf_unpaired,1.1473708467873744,31,40
n_tasks,rbf_combined,1.098177858732705,31,40
n_tasks,rbf_paired,1.2123637314657245,32,40
n_tasks,rbf_unpaired,1.0184657510997535,32,40
n_tasks,rbf_combined,0.9609512434980122,32,40
n_tasks,rbf_paired,1.0042254375620172,33,40
n_tasks,rbf_unpaired,1.2113850480261168,33,40
n_tasks,rbf_combined,1.0967182686954349,33,40
n_tasks,rbf_paired,0.9678032931537621,34,40
n_tasks,rbf_unpaired,1.0753106029450374,34,40
n_tasks,rbf_combined,1.0027993299475075,34,40
n_tasks,rbf_paired,0.9025155024685132,35,40
n_tasks,rbf_unpaired,0.9756668823330231,35,40
n_tasks,rbf_combined,0.931311820420701,35,40
n_tasks,rbf_paired,0.9094833631487689,36,40
n_tasks,rbf_unpaired,0.9326822656581899,36,40
n_tasks,rbf_combined,0.878463042261809,36,40
n_tasks,rbf_paired,1.1533722502214505,37,40
n_tasks,rbf_unpaired,1.0431458451660034,37,40
n_tasks,rbf_combined,0.9976837475688943,37,40
n_tasks,rbf_paired,0.9016433736921096,38,40
n_tasks,rbf_unpaired,0.9278174339909596,38,40
n_tasks,rbf_combined,0.8749728252181356,38,40
n_tasks,rbf_paired,1.143716377346743,39,40
n_tasks,rbf_unpaired,1.1205022575202217,39,40
n_tasks,rbf_combined,1.0488161864490768,39,40
n_tasks,rbf_paired,1.1489620100610902,40,40
n_tasks,rbf_unpaired,1.1628616887737668,40,40
n_tasks,rbf_combined,1.113584820602765,40,40
n_tasks,rbf_paired,1.1494253885062398,41,40
n_tasks,rbf_unpaired,1.1134687697421357,41,40
n_tasks,rbf_combined,1.0459494446139352,41,40
n_tasks,rbf_paired,1.1255537039928412,42,40
n_tasks,rbf_unpaired,1.1101006708632353,42,40
n_tasks,rbf_combined,1.034430683942559,42,40
n_tasks,rbf_paired,1.085750058993977,43,40
n_tasks,rbf_unpaired,1.213079116547109,43,40
n_tasks,rbf_combined,1.1240503060693803,43,40
n_tasks,rbf_paired,1.074264216938198,44,40
n_tasks,rbf_unpaired,1.1085940803675634,44,40
n_tasks,rbf_combined,1.0455061838053812,44,40
n_tasks,rbf_paired,1.2972247436666884,45,40
n_tasks,rbf_unpaired,1.215544821782702,45,40
n_tasks,rbf_combined,1.1421108342653472,45,40
n_tasks,rbf_paired,1.0733354320585184,46,40
n_tasks,rbf_unpaired,1.0941218720653465,46,40
n_tasks,rbf_combined,1.0280331755528667,46,40
n_tasks,rbf_paired,1.0781272439863872,47,40
n_tasks,rbf_unpaired,1.0183082296569101,47,40
n_tasks,rbf_combined,0.9720179048462863,47,40
n_tasks,rbf_paired,1.029551645373484,48,40
n_tasks,rbf_unpaired,1.0493735150072014,48,40
n_tasks,rbf_combined,1.002100499300392,48,40
n_tasks,rbf_paired,1.1202772397436478,49,40
n_tasks,rbf_unpaired,1.1159722829915035,49,40
n_tasks,rbf_combined,1.0371719198594362,49,40
n_tasks,rbf_paired,0.9218836575856935,0,50
n_tasks,rbf_unpaired,1.0106967750368976,0,50
n_tasks,rbf_combined,0.9617282312338606,0,50
n_tasks,rbf_paired,1.2613055077666222,1,50
n_tasks,rbf_unpaired,1.145564520398131,1,50
n_tasks,rbf_combined,1.0801163180815307,1,50
n_tasks,rbf_paired,0.9952861616903798,2,50
n_tasks,rbf_unpaired,1.0757582733204312,2,50
n_tasks,rbf_combined,1.0244142481701801,2,50
n_tasks,rbf_paired,1.010297109471289,3,50
n_tasks,rbf_unpaired,1.0501842401139885,3,50
n_tasks,rbf_combined,1.0057239084691976,3,50
n_tasks,rbf_paired,1.083234104567776,4,50
n_tasks,rbf_unpaired,1.1469444902049533,4,50
n_tasks,rbf_combined,1.0970540001943994,4,50
n_tasks,rbf_paired,1.0042921750792844,5,50
n_tasks,rbf_unpaired,1.0823171135656597,5,50
n_tasks,rbf_combined,1.0242888230093223,5,50
n_tasks,rbf_paired,0.9057268441437276,6,50
n_tasks,rbf_unpaired,0.9320648964257382,6,50
n_tasks,rbf_combined,0.8902727424559556,6,50
n_tasks,rbf_paired,0.8792928111203877,7,50
n_tasks,rbf_unpaired,0.9661895360823374,7,50
n_tasks,rbf_combined,0.9285947265482729,7,50
n_tasks,rbf_paired,1.051022497601274,8,50
n_tasks,rbf_unpaired,1.1570832811928413,8,50
n_tasks,rbf_combined,1.092430487602662,8,50
n_tasks,rbf_paired,0.9532841842203739,9,50
n_tasks,rbf_unpaired,1.0014931597197503,9,50
n_tasks,rbf_combined,0.9638882344380802,9,50
n_tasks,rbf_paired,0.9975880672445872,10,50
n_tasks,rbf_unpaired,1.0330532796926735,10,50
n_tasks,rbf_combined,0.9791206740411947,10,50
n_tasks,rbf_paired,0.9619898446880611,11,50
n_tasks,rbf_unpaired,1.0334845415143104,11,50
n_tasks,rbf_combined,0.9774137059588771,11,50
n_tasks,rbf_paired,1.1757578501637733,12,50
n_tasks,rbf_unpaired,1.0860787517577415,12,50
n_tasks,rbf_combined,1.0341131718743835,12,50
n_tasks,rbf_paired,1.0298437063508374,13,50
n_tasks,rbf_unpaired,1.0528383135671369,13,50
n_tasks,rbf_combined,0.9999467000640333,13,50
n_tasks,rbf_paired,0.9702871809013998,14,50
n_tasks,rbf_unpaired,1.0825738648186891,14,50
n_tasks,rbf_combined,1.029223772028209,14,50
n_tasks,rbf_paired,0.9068798774627597,15,50
n_tasks,rbf_unpaired,0.9629459455392829,15,50
n_tasks,rbf_combined,0.9160315553147264,15,50
n_tasks,rbf_paired,0.9840890146568056,16,50
n_tasks,rbf_unpaired,1.0144956161329748,16,50
n_tasks,rbf_combined,0.9775572730440518,16,50
n_tasks,rbf_paired,0.9634169222169592,17,50
n_tasks,rbf_unpaired,1.0432337618231002,17,50
n_tasks,rbf_combined,0.9927775846356762,17,50
n_tasks,rbf_paired,1.0082401004656198,18,50
n_tasks,rbf_unpaired,1.0670405341295357,18,50
n_tasks,rbf_combined,1.0236083231010809,18,50
n_tasks,rbf_paired,0.9839166849250109,19,50
n_tasks,rbf_unpaired,1.0415456958255411,19,50
n_tasks,rbf_combined,0.9828298574749675,19,50
n_tasks,rbf_paired,1.147983010566271,20,50
n_tasks,rbf_unpaired,1.1246884501651186,20,50
n_tasks,rbf_combined,1.0688322121001022,20,50
n_tasks,rbf_paired,0.9494018167835787,21,50
n_tasks,rbf_unpaired,1.0536568031550222,21,50
n_tasks,rbf_combined,0.9922209026350183,21,50
n_tasks,rbf_paired,1.0113864876497614,22,50
n_tasks,rbf_unpaired,1.1140329806143252,22,50
n_tasks,rbf_combined,1.0490918553329562,22,50
n_tasks,rbf_paired,1.0586203781538452,23,50
n_tasks,rbf_unpaired,1.0991419521675763,23,50
n_tasks,rbf_combined,1.058705738182932,23,50
n_tasks,rbf_paired,0.944862477545332,24,50
n_tasks,rbf_unpaired,0.9832475654003413,24,50
n_tasks,rbf_combined,0.9495173069048711,24,50
n_tasks,rbf_paired,0.9815249102412098,25,50
n_tasks,rbf_unpaired,1.0462873093113207,25,50
n_tasks,rbf_combined,1.0000082022863432,25,50
n_tasks,rbf_paired,1.2925837907492264,26,50
n_tasks,rbf_unpaired,1.2504886440699947,26,50
n_tasks,rbf_combined,1.1875746021739622,26,50
n_tasks,rbf_paired,1.0214818802493508,27,50
n_tasks,rbf_unpaired,1.0921891004210826,27,50
n_tasks,rbf_combined,1.0431502034577247,27,50
n_tasks,rbf_paired,1.0847804504831515,28,50
n_tasks,rbf_unpaired,1.12910070180734,28,50
n_tasks,rbf_combined,1.0805433696252746,28,50
n_tasks,rbf_paired,1.0681579750699741,29,50
n_tasks,rbf_unpaired,1.1367703709009473,29,50
n_tasks,rbf_combined,1.0872837509272189,29,50
n_tasks,rbf_paired,1.1532319957911494,30,50
n_tasks,rbf_unpaired,1.1111755704845558,30,50
n_tasks,rbf_combined,1.065800056844434,30,50
n_tasks,rbf_paired,1.1120548959073706,31,50
n_tasks,rbf_unpaired,1.139846832533168,31,50
n_tasks,rbf_combined,1.0799199688099812,31,50
n_tasks,rbf_paired,1.091240745313946,32,50
n_tasks,rbf_unpaired,0.9883712109659588,32,50
n_tasks,rbf_combined,0.9496132331946776,32,50
n_tasks,rbf_paired,0.9890431995895534,33,50
n_tasks,rbf_unpaired,1.1346704482182541,33,50
n_tasks,rbf_combined,1.0528309149507566,33,50
n_tasks,rbf_paired,0.9380178653627309,34,50
n_tasks,rbf_unpaired,0.9913023868314048,34,50
n_tasks,rbf_combined,0.9504067552114431,34,50
n_tasks,rbf_paired,0.9249561494688837,35,50
n_tasks,rbf_unpaired,0.9773356198171091,35,50
n_tasks,rbf_combined,0.935559987795021,35,50
n_tasks,rbf_paired,0.8265364642347768,36,50
n_tasks,rbf_unpaired,0.888445265062949,36,50
n_tasks,rbf_combined,0.8444689602412819,36,50
n_tasks,rbf_paired,1.1042058059429325,37,50
n_tasks,rbf_unpaired,1.0153349683569848,37,50
n_tasks,rbf_combined,0.9593973574171661,37,50
n_tasks,rbf_paired,0.857484875596275,38,50
n_tasks,rbf_unpaired,0.9298895966852289,38,50
n_tasks,rbf_combined,0.8925480720319389,38,50
n_tasks,rbf_paired,1.012469221275141,39,50
n_tasks,rbf_unpaired,1.0933840286451793,39,50
n_tasks,rbf_combined,1.035932507289807,39,50
n_tasks,rbf_paired,1.0609064820493561,40,50
n_tasks,rbf_unpaired,1.1196663400174636,40,50
n_tasks,rbf_combined,1.0672035895551577,40,50
n_tasks,rbf_paired,1.205722481385824,41,50
n_tasks,rbf_unpaired,1.226904263000514,41,50
n_tasks,rbf_combined,1.154413397171155,41,50
n_tasks,rbf_paired,1.021907490832196,42,50
n_tasks,rbf_unpaired,1.1121595185226494,42,50
n_tasks,rbf_combined,1.0529013271399899,42,50
n_tasks,rbf_paired,1.0772868907548474,43,50
n_tasks,rbf_unpaired,1.1550442075630467,43,50
n_tasks,rbf_combined,1.1090493150253444,43,50
n_tasks,rbf_paired,1.0007362180978323,44,50
n_tasks,rbf_unpaired,1.110202785380662,44,50
n_tasks,rbf_combined,1.0470074392418942,44,50
n_tasks,rbf_paired,1.1223289032636563,45,50
n_tasks,rbf_unpaired,1.201805783333146,45,50
n_tasks,rbf_combined,1.1494617958660092,45,50
n_tasks,rbf_paired,1.0048760926681142,46,50
n_tasks,rbf_unpaired,1.0397726555510964,46,50
n_tasks,rbf_combined,0.994129713513599,46,50
n_tasks,rbf_paired,0.9463582114862094,47,50
n_tasks,rbf_unpaired,1.0122019231544757,47,50
n_tasks,rbf_combined,0.9749581856599312,47,50
n_tasks,rbf_paired,1.007732802652877,48,50
n_tasks,rbf_unpaired,1.0092960750563051,48,50
n_tasks,rbf_combined,0.9669717072739971,48,50
n_tasks,rbf_paired,1.0562129039574477,49,50
n_tasks,rbf_unpaired,1.1180460797921374,49,50
n_tasks,rbf_combined,1.0782401868078193,49,50
