experiment,estimator,seed,response_noise,n_queries_per_task,rmse
noise_x_queries,nq=3,16,2.0,3,1.553951983952723
noise_x_queries,nq=3,17,2.0,3,1.6600964213361518
noise_x_queries,nq=3,18,2.0,3,2.0450979127706344
noise_x_queries,nq=3,19,2.0,3,1.838466386974425
noise_x_queries,nq=3,20,2.0,3,1.755076273654869
noise_x_queries,nq=3,21,2.0,3,1.7877649557604711
noise_x_queries,nq=3,22,2.0,3,1.8002100241286447
noise_x_queries,nq=3,23,2.0,3,1.690851281641476
noise_x_queries,nq=3,24,2.0,3,1.7701637318071068
noise_x_queries,nq=3,25,2.0,3,1.811930667800953
noise_x_queries,nq=3,26,2.0,3,1.750829755646147
noise_x_queries,nq=3,27,2.0,3,1.6027328142686044
noise_x_queries,nq=3,28,2.0,3,1.6064343039334337
noise_x_queries,nq=3,29,2.0,3,1.609580539856388
noise_x_queries,nq=3,30,2.0,3,1.7490228287644096
noise_x_queries,nq=3,31,2.0,3,1.8995090362091185
noise_x_queries,nq=3,32,2.0,3,1.587418593118217
noise_x_queries,nq=3,33,2.0,3,1.7188354313083598
noise_x_queries,nq=3,34,2.0,3,1.8256026919449737
noise_x_queries,nq=3,35,2.0,3,1.6144000313601623
noise_x_queries,nq=3,36,2.0,3,1.486425259767418
noise_x_queries,nq=3,37,2.0,3,1.6075927764002547
noise_x_queries,nq=3,38,2.0,3,1.5469394406310535
noise_x_queries,nq=3,39,2.0,3,1.7826753992332345
noise_x_queries,nq=3,40,2.0,3,1.8302315369412896
noise_x_queries,nq=3,41,2.0,3,1.9180036024026093
noise_x_queries,nq=3,42,2.0,3,1.7275686198331615
noise_x_queries,nq=3,43,2.0,3,1.697188555816629
noise_x_queries,nq=3,44,2.0,3,1.6899471973701343
noise_x_queries,nq=3,45,2.0,3,2.047070886571457
noise_x_queries,nq=3,46,2.0,3,1.6705150833936255
noise_x_queries,nq=3,47,2.0,3,1.5018105833039341
noise_x_queries,nq=3,48,2.0,3,1.7540198672634673
noise_x_queries,nq=3,49,2.0,3,1.6329381414552593
noise_x_queries,nq=10,0,2.0,10,1.534544047090935
noise_x_queries,nq=10,1,2.0,10,1.7346789796251234
noise_x_queries,nq=10,2,2.0,10,1.39141299461521
noise_x_queries,nq=10,3,2.0,10,1.5324269773391115
noise_x_queries,nq=10,4,2.0,10,1.560424373470939
noise_x_queries,nq=10,5,2.0,10,1.6597795442710017
noise_x_queries,nq=10,6,2.0,10,1.4888833956798384
noise_x_queries,nq=10,7,2.0,10,1.2607791160077257
noise_x_queries,nq=10,8,2.0,10,1.6855575349671124
noise_x_queries,nq=10,9,2.0,10,1.617927996288473
noise_x_queries,nq=10,10,2.0,10,1.5730424236274487
noise_x_queries,nq=10,11,2.0,10,1.5200358364989526
noise_x_queries,nq=10,12,2.0,10,1.602930548835085
noise_x_queries,nq=10,13,2.0,10,1.8591660144429796
noise_x_queries,nq=10,14,2.0,10,1.5900219836927156
noise_x_queries,nq=10,15,2.0,10,1.5294968254316763
noise_x_queries,nq=10,16,2.0,10,1.4504917747588022
noise_x_queries,nq=10,17,2.0,10,1.538276006995248
noise_x_queries,nq=10,18,2.0,10,1.9074761191430303
noise_x_queries,nq=10,19,2.0,10,1.6825418242586758
noise_x_queries,nq=10,20,2.0,10,1.6317669667113441
noise_x_queries,nq=10,21,2.0,10,1.7077305084431629
noise_x_queries,nq=10,22,2.0,10,1.7146737624631934
noise_x_queries,nq=10,23,2.0,10,1.5009131398761313
noise_x_queries,nq=10,24,2.0,10,1.6532213304737042
noise_x_queries,nq=10,25,2.0,10,1.73751504250924
noise_x_queries,nq=10,26,2.0,10,1.6401351142473504
noise_x_queries,nq=10,27,2.0,10,1.5043328920812957
noise_x_queries,nq=10,28,2.0,10,1.43792112366772
noise_x_queries,nq=10,29,2.0,10,1.5217179494855064
noise_x_queries,nq=10,30,2.0,10,1.6578723378789497
noise_x_queries,nq=10,31,2.0,10,1.7603027535856455
noise_x_queries,nq=10,32,2.0,10,1.419200899571177
noise_x_queries,nq=10,33,2.0,10,1.598508972536711
noise_x_queries,nq=10,34,2.0,10,1.6736291446338944
noise_x_queries,nq=10,35,2.0,10,1.528125262913867
noise_x_queries,nq=10,36,2.0,10,1.2912460679785014
noise_x_queries,nq=10,37,2.0,10,1.4900477802396408
noise_x_queries,nq=10,38,2.0,10,1.4501086157676468
noise_x_queries,nq=10,39,2.0,10,1.6579458592839498
noise_x_queries,nq=10,40,2.0,10,1.6980574433163529
noise_x_queries,nq=10,41,2.0,10,1.7505079218535289
noise_x_queries,nq=10,42,2.0,10,1.6671633805056634
noise_x_queries,nq=10,43,2.0,10,1.5122801334717104
noise_x_queries,nq=10,44,2.0,10,1.6130600870318081
noise_x_queries,nq=10,45,2.0,10,2.0127356256839986
noise_x_queries,nq=10,46,2.0,10,1.5887678550370805
noise_x_queries,nq=10,47,2.0,10,1.4276865045156688
noise_x_queries,nq=10,48,2.0,10,1.669055796866271
noise_x_queries,nq=10,49,2.0,10,1.4931374704293001
noise_x_queries,nq=50,0,2.0,50,1.4521665971618225
noise_x_queries,nq=50,1,2.0,50,1.7026968923744656
noise_x_queries,nq=50,2,2.0,50,1.3431663190486045
noise_x_queries,nq=50,3,2.0,50,1.5114763587836968
noise_x_queries,nq=50,4,2.0,50,1.5226748023853447
noise_x_queries,nq=50,5,2.0,50,1.5964097569642295
noise_x_queries,nq=50,6,2.0,50,1.447854630835416
noise_x_queries,nq=50,7,2.0,50,1.2457837645563434
noise_x_queries,nq=50,8,2.0,50,1.6366002816461587
noise_x_queries,nq=50,9,2.0,50,1.521404601225536
noise_x_queries,nq=50,10,2.0,50,1.5039133416735624
noise_x_queries,nq=50,11,2.0,50,1.4842909353369007
noise_x_queries,nq=50,12,2.0,50,1.5442877547432177
noise_x_queries,nq=50,13,2.0,50,1.775255680176662
noise_x_queries,nq=50,14,2.0,50,1.5738550701062601
noise_x_queries,nq=50,15,2.0,50,1.457147403603849
noise_x_queries,nq=50,16,2.0,50,1.3848200033099034
noise_x_queries,nq=50,17,2.0,50,1.4543982934633166
noise_x_queries,nq=50,18,2.0,50,1.8911199443279554
noise_x_queries,nq=50,19,2.0,50,1.6476787982041214
noise_x_queries,nq=50,20,2.0,50,1.5634129478299614
noise_x_queries,nq=50,21,2.0,50,1.664474920922942
noise_x_queries,nq=50,22,2.0,50,1.686666519828979
noise_x_queries,nq=50,23,2.0,50,1.458442984313477
noise_x_queries,nq=50,24,2.0,50,1.5645653523420253
noise_x_queries,nq=50,25,2.0,50,1.6564542471012549
noise_x_queries,nq=50,26,2.0,50,1.6107476652232118
noise_x_queries,nq=50,27,2.0,50,1.4231274424763416
noise_x_queries,nq=50,28,2.0,50,1.3603117005396335
noise_x_queries,nq=50,29,2.0,50,1.4778583423050478
noise_x_queries,nq=50,30,2.0,50,1.5874803403672435
noise_x_queries,nq=50,31,2.0,50,1.6843918691277424
noise_x_queries,nq=50,32,2.0,50,1.3649248257422784
noise_x_queries,nq=50,33,2.0,50,1.5466265454200128
noise_x_queries,nq=50,34,2.0,50,1.6237889986333967
noise_x_queries,nq=50,35,2.0,50,1.4576727160053258
noise_x_queries,nq=50,36,2.0,50,1.2680879304813273
noise_x_queries,nq=50,37,2.0,50,1.4927973697945531
noise_x_queries,nq=50,38,2.0,50,1.3841557441817343
noise_x_queries,nq=50,39,2.0,50,1.630957781642272
noise_x_queries,nq=50,40,2.0,50,1.6224556877395329
noise_x_queries,nq=50,41,2.0,50,1.700869806351477
noise_x_queries,nq=50,42,2.0,50,1.6123308555039197
noise_x_queries,nq=50,43,2.0,50,1.4798886025947195
noise_x_queries,nq=50,44,2.0,50,1.553576509939292
noise_x_queries,nq=50,45,2.0,50,1.9558339405186025
noise_x_queries,nq=50,46,2.0,50,1.5113206992330834
noise_x_queries,nq=50,47,2.0,50,1.3414927221325037
noise_x_queries,nq=50,48,2.0,50,1.564039909913925
noise_x_queries,nq=50,49,2.0,50,1.420991267327679
noise_x_queries,nq=3,0,5.0,3,1.9262483231359901
noise_x_queries,nq=3,1,5.0,3,2.1451268509159003
noise_x_queries,nq=3,2,5.0,3,1.9014284842100238
noise_x_queries,nq=3,3,5.0,3,2.050885506022776
noise_x_queries,nq=3,4,5.0,3,2.0095405865130647
noise_x_queries,nq=3,5,5.0,3,2.1442297305727003
noise_x_queries,nq=3,6,5.0,3,1.9572897022605125
noise_x_queries,nq=3,7,5.0,3,1.609003124601804
noise_x_queries,nq=3,8,5.0,3,2.065130998203426
noise_x_queries,nq=3,9,5.0,3,2.0862382049794155
noise_x_queries,nq=3,10,5.0,3,2.0377672494410137
noise_x_queries,nq=3,11,5.0,3,2.062508498819279
noise_x_queries,nq=3,12,5.0,3,2.1259972938028735
noise_x_queries,nq=3,13,5.0,3,2.2901670164907864
noise_x_queries,nq=3,14,5.0,3,2.1409016948812374
noise_x_queries,nq=3,15,5.0,3,1.9903047027174607
noise_x_queries,nq=3,16,5.0,3,1.8979850515762904
noise_x_queries,nq=3,17,5.0,3,1.9338773294578897
noise_x_queries,nq=3,18,5.0,3,2.429672410435456
noise_x_queries,nq=3,19,5.0,3,2.2230713265964304
noise_x_queries,nq=3,20,5.0,3,2.118172836744679
noise_x_queries,nq=3,21,5.0,3,2.0865622229260654
noise_x_queries,nq=3,22,5.0,3,2.158584455339792
noise_x_queries,nq=3,23,5.0,3,2.0514829456887873
noise_x_queries,nq=3,24,5.0,3,2.16227741831191
noise_x_queries,nq=3,25,5.0,3,2.0975048789778583
noise_x_queries,nq=3,26,5.0,3,2.0524554309286636
noise_x_queries,nq=3,27,5.0,3,1.951622164337418
noise_x_queries,nq=3,28,5.0,3,2.000404934778804
noise_x_queries,nq=3,29,5.0,3,1.9861765593723728
noise_x_queries,nq=3,30,5.0,3,2.0432083710482876
noise_x_queries,nq=3,31,5.0,3,2.3684466252324046
noise_x_queries,nq=3,32,5.0,3,1.8764672522759427
noise_x_queries,nq=3,33,5.0,3,2.1070915901654828
noise_x_queries,nq=3,34,5.0,3,2.1470964257039067
noise_x_queries,nq=3,35,5.0,3,1.9245769100446795
noise_x_queries,nq=3,36,5.0,3,1.8790974870888508
noise_x_queries,nq=3,37,5.0,3,1.9295313936431744
noise_x_queries,nq=3,38,5.0,3,1.8619713817751753
noise_x_queries,nq=3,39,5.0,3,2.160817911702528
noise_x_queries,nq=3,40,5.0,3,2.176296411225279
noise_x_queries,nq=3,41,5.0,3,2.3156608362268942
noise_x_queries,nq=3,42,5.0,3,2.0906578655841077
noise_x_queries,nq=3,43,5.0,3,2.102901163307167
noise_x_queries,nq=3,44,5.0,3,2.0318824623061453
noise_x_queries,nq=3,45,5.0,3,2.3365712127302665
noise_x_queries,nq=3,46,5.0,3,1.9311718458399492
noise_x_queries,nq=3,47,5.0,3,1.8504241083376165
noise_x_queries,nq=3,48,5.0,3,2.115137457009549
noise_x_queries,nq=3,49,5.0,3,2.089493771279347
noise_x_queries,nq=10,0,5.0,10,1.7226650668302899
noise_x_queries,nq=10,1,5.0,10,1.9508592996823744
noise_x_queries,nq=10,2,5.0,10,1.5742321240170665
noise_x_queries,nq=10,3,5.0,10,1.766874555581371
noise_x_queries,nq=10,4,5.0,10,1.772997965360838
noise_x_queries,nq=10,5,5.0,10,1.912035481134137
noise_x_queries,nq=10,6,5.0,10,1.6856559357464052
noise_x_queries,nq=10,7,5.0,10,1.4389155058514274
noise_x_queries,nq=10,8,5.0,10,1.9128375768843926
noise_x_queries,nq=10,9,5.0,10,1.8323411740156876
noise_x_queries,nq=10,10,5.0,10,1.8601437546913935
noise_x_queries,nq=10,11,5.0,10,1.7560304515499268
noise_x_queries,nq=10,12,5.0,10,1.8132003332624946
noise_x_queries,nq=10,13,5.0,10,2.1167954742042614
noise_x_queries,nq=10,14,5.0,10,1.861117058585803
noise_x_queries,nq=10,15,5.0,10,1.739608905101864
noise_x_queries,nq=10,16,5.0,10,1.656395481715128
noise_x_queries,nq=10,17,5.0,10,1.8019924309317026
noise_x_queries,nq=10,18,5.0,10,2.118596089954755
noise_x_queries,nq=10,19,5.0,10,1.921083429253126
noise_x_queries,nq=10,20,5.0,10,1.8490290222734742
noise_x_queries,nq=10,21,5.0,10,1.9410253734592522
noise_x_queries,nq=10,22,5.0,10,1.938060257023511
noise_x_queries,nq=10,23,5.0,10,1.7379930205265433
noise_x_queries,nq=10,24,5.0,10,1.8955272055578165
noise_x_queries,nq=10,25,5.0,10,1.9261509943191213
noise_x_queries,nq=10,26,5.0,10,1.8416474959728422
noise_x_queries,nq=10,27,5.0,10,1.6859630534068524
noise_x_queries,nq=10,28,5.0,10,1.681436632722882
noise_x_queries,nq=10,29,5.0,10,1.7346222625293481
noise_x_queries,nq=10,30,5.0,10,1.877342520717727
noise_x_queries,nq=10,31,5.0,10,2.047515928826426
noise_x_queries,nq=10,32,5.0,10,1.6679820999397237
noise_x_queries,nq=10,33,5.0,10,1.8671000369177664
noise_x_queries,nq=10,34,5.0,10,1.8583628731411976
noise_x_queries,nq=10,35,5.0,10,1.7559847639346962
noise_x_queries,nq=10,36,5.0,10,1.5185205319855584
noise_x_queries,nq=10,37,5.0,10,1.668197323661206
noise_x_queries,nq=10,38,5.0,10,1.6956221475452917
noise_x_queries,nq=10,39,5.0,10,1.8503449300692516
noise_x_queries,nq=10,40,5.0,10,1.9228113606922448
noise_x_queries,nq=10,41,5.0,10,1.997556538501989
noise_x_queries,nq=10,42,5.0,10,1.932751113661855
noise_x_queries,nq=10,43,5.0,10,1.7247365414521112
noise_x_queries,nq=10,44,5.0,10,1.80707939103913
noise_x_queries,nq=10,45,5.0,10,2.108390115548521
noise_x_queries,nq=10,46,5.0,10,1.8006524849175896
noise_x_queries,nq=10,47,5.0,10,1.5959322780623035
noise_x_queries,nq=10,48,5.0,10,1.8889576510323356
noise_x_queries,nq=10,49,5.0,10,1.750208380393064
noise_x_queries,nq=50,0,5.0,50,1.5179302397724865
noise_x_queries,nq=50,1,5.0,50,1.7668267496853634
noise_x_queries,nq=50,2,5.0,50,1.4056977262738646
noise_x_queries,nq=50,3,5.0,50,1.5885198582786668
noise_x_queries,nq=50,4,5.0,50,1.5699694146840046
noise_x_queries,nq=50,5,5.0,50,1.6474615137204807
noise_x_queries,nq=50,6,5.0,50,1.5061648229295685
noise_x_queries,nq=50,7,5.0,50,1.3112640848905737
noise_x_queries,nq=50,8,5.0,50,1.7156849936361025
noise_x_queries,nq=50,9,5.0,50,1.5939170413065655
noise_x_queries,nq=50,10,5.0,50,1.5623428264992543
noise_x_queries,nq=50,11,5.0,50,1.5659835719514827
noise_x_queries,nq=50,12,5.0,50,1.6308038991537026
noise_x_queries,nq=50,13,5.0,50,1.837521998227887
noise_x_queries,nq=50,14,5.0,50,1.6592803017893505
noise_x_queries,nq=50,15,5.0,50,1.5081279623804125
noise_x_queries,nq=50,16,5.0,50,1.4476173354626172
noise_x_queries,nq=50,17,5.0,50,1.5070422012129492
noise_x_queries,nq=50,18,5.0,50,1.969457242032623
noise_x_queries,nq=50,19,5.0,50,1.7260161770808666
noise_x_queries,nq=50,20,5.0,50,1.6186283927936413
noise_x_queries,nq=50,21,5.0,50,1.7527845009019942
noise_x_queries,nq=50,22,5.0,50,1.769394309654446
noise_x_queries,nq=50,23,5.0,50,1.500780794527133
noise_x_queries,nq=50,24,5.0,50,1.6111997109658422
noise_x_queries,nq=50,25,5.0,50,1.6928914018778936
noise_x_queries,nq=50,26,5.0,50,1.6636874863075584
noise_x_queries,nq=50,27,5.0,50,1.4965310118008264
noise_x_queries,nq=50,28,5.0,50,1.4392052751541062
noise_x_queries,nq=50,29,5.0,50,1.5262845545035828
noise_x_queries,nq=50,30,5.0,50,1.6622833449908925
noise_x_queries,nq=50,31,5.0,50,1.7722856062603645
noise_x_queries,nq=50,32,5.0,50,1.4273259353870635
noise_x_queries,nq=50,33,5.0,50,1.6156056359870008
noise_x_queries,nq=50,34,5.0,50,1.6843085211912947
noise_x_queries,nq=50,35,5.0,50,1.5141955769848536
noise_x_queries,nq=50,36,5.0,50,1.3292611225335291
noise_x_queries,nq=50,37,5.0,50,1.558329842143747
noise_x_queries,nq=50,38,5.0,50,1.4499324669176925
noise_x_queries,nq=50,39,5.0,50,1.683034693212157
noise_x_queries,nq=50,40,5.0,50,1.6743069206500192
noise_x_queries,nq=50,41,5.0,50,1.7605644284255055
noise_x_queries,nq=50,42,5.0,50,1.6878102909165567
noise_x_queries,nq=50,43,5.0,50,1.543226337378864
noise_x_queries,nq=50,44,5.0,50,1.6102583779474025
noise_x_queries,nq=50,45,5.0,50,1.9745993307150156
noise_x_queries,nq=50,46,5.0,50,1.554674021258834
noise_x_queries,nq=50,47,5.0,50,1.3869402831666389
noise_x_queries,nq=50,48,5.0,50,1.6288472913015344
noise_x_queries,nq=50,49,5.0,50,1.4743855267527832
noise_x_queries,nq=3,0,10.0,3,2.1290315756052527
noise_x_queries,nq=3,1,10.0,3,2.320069271049527
noise_x_queries,nq=3,2,10.0,3,2.1035080426534876
noise_x_queries,nq=3,3,10.0,3,2.232725515137493
noise_x_queries,nq=3,4,10.0,3,2.252196571225231
noise_x_queries,nq=3,5,10.0,3,2.3206209586261872
noise_x_queries,nq=3,6,10.0,3,2.2154799551435187
noise_x_queries,nq=3,7,10.0,3,1.791377063970847
noise_x_queries,nq=3,8,10.0,3,2.305847046691542
noise_x_queries,nq=3,9,10.0,3,2.35947157067594
noise_x_queries,nq=3,10,10.0,3,2.2445625684005175
noise_x_queries,nq=3,11,10.0,3,2.2633822302660374
noise_x_queries,nq=3,12,10.0,3,2.3477319964956362
noise_x_queries,nq=3,13,10.0,3,2.5407004827652457
noise_x_queries,nq=3,14,10.0,3,2.4388266213550662
noise_x_queries,nq=3,15,10.0,3,2.247422404838349
noise_x_queries,nq=3,16,10.0,3,2.091822398001139
noise_x_queries,nq=3,17,10.0,3,2.1700349590890573
noise_x_queries,nq=3,18,10.0,3,2.638053172509879
noise_x_queries,nq=3,19,10.0,3,2.460840696009486
noise_x_queries,nq=3,20,10.0,3,2.328753170447644
noise_x_queries,nq=3,21,10.0,3,2.289790454012932
noise_x_queries,nq=3,22,10.0,3,2.4165333426181164
noise_x_queries,nq=3,23,10.0,3,2.3272758499844426
noise_x_queries,nq=3,24,10.0,3,2.3749487439661654
noise_x_queries,nq=3,25,10.0,3,2.3497100090892444
noise_x_queries,nq=3,26,10.0,3,2.268008393079045
noise_x_queries,nq=3,27,10.0,3,2.162354442314508
noise_x_queries,nq=3,28,10.0,3,2.2150581116537063
noise_x_queries,nq=3,29,10.0,3,2.1570882306022723
noise_x_queries,nq=3,30,10.0,3,2.278523607816201
noise_x_queries,nq=3,31,10.0,3,2.607897046715573
noise_x_queries,nq=3,32,10.0,3,2.0996766340675426
noise_x_queries,nq=3,33,10.0,3,2.3216226168882583
noise_x_queries,nq=3,34,10.0,3,2.3403621141219935
noise_x_queries,nq=3,35,10.0,3,2.1427156224199755
noise_x_queries,nq=3,36,10.0,3,2.064140629236973
noise_x_queries,nq=3,37,10.0,3,2.109739856448624
noise_x_queries,nq=3,38,10.0,3,2.0535005593567437
noise_x_queries,nq=3,39,10.0,3,2.3676374142468726
noise_x_queries,nq=3,40,10.0,3,2.4276585923434046
noise_x_queries,nq=3,41,10.0,3,2.6144163289148663
noise_x_queries,nq=3,42,10.0,3,2.3365722013078116
noise_x_queries,nq=3,43,10.0,3,2.37784897645401
noise_x_queries,nq=3,44,10.0,3,2.286933345787534
noise_x_queries,nq=3,45,10.0,3,2.5645187360115327
noise_x_queries,nq=3,46,10.0,3,2.112964184388854
noise_x_queries,nq=3,47,10.0,3,2.071271968310099
noise_x_queries,nq=3,48,10.0,3,2.348739602436672
noise_x_queries,nq=3,49,10.0,3,2.3145050611807263
noise_x_queries,nq=10,0,10.0,10,2.017860176029662
noise_x_queries,nq=10,1,10.0,10,2.2162545863286485
noise_x_queries,nq=10,2,10.0,10,1.8329645650434232
noise_x_queries,nq=10,3,10.0,10,2.038480316241246
noise_x_queries,nq=10,4,10.0,10,2.060106011276867
noise_x_queries,nq=10,5,10.0,10,2.2417215026886144
noise_x_queries,nq=10,6,10.0,10,2.008830480542084
noise_x_queries,nq=10,7,10.0,10,1.70026123143463
noise_x_queries,nq=10,8,10.0,10,2.1720954668882917
noise_x_queries,nq=10,9,10.0,10,2.138680371349052
noise_x_queries,nq=10,10,10.0,10,2.1432991596943185
noise_x_queries,nq=10,11,10.0,10,2.0305490227291902
noise_x_queries,nq=10,12,10.0,10,2.0966600624079135
noise_x_queries,nq=10,13,10.0,10,2.37416134719189
noise_x_queries,nq=10,14,10.0,10,2.171793596740754
noise_x_queries,nq=10,15,10.0,10,2.032249175678377
noise_x_queries,nq=10,16,10.0,10,1.9250716022093914
noise_x_queries,nq=10,17,10.0,10,2.0382200876604544
noise_x_queries,nq=10,18,10.0,10,2.411783414338068
noise_x_queries,nq=10,19,10.0,10,2.2375529205843967
noise_x_queries,nq=10,20,10.0,10,2.1664844648543524
noise_x_queries,nq=10,21,10.0,10,2.1839891939836695
noise_x_queries,nq=10,22,10.0,10,2.3127843001627015
noise_x_queries,nq=10,23,10.0,10,2.075236437208572
noise_x_queries,nq=10,24,10.0,10,2.1880410660358844
noise_x_queries,nq=10,25,10.0,10,2.122060469949776
noise_x_queries,nq=10,26,10.0,10,2.068351411075877
noise_x_queries,nq=10,27,10.0,10,1.9203042140094946
noise_x_queries,nq=10,28,10.0,10,1.9427573707369277
noise_x_queries,nq=10,29,10.0,10,2.0330243910924715
noise_x_queries,nq=10,30,10.0,10,2.1847541030992925
noise_x_queries,nq=10,31,10.0,10,2.372896369640227
noise_x_queries,nq=10,32,10.0,10,1.920616671648874
noise_x_queries,nq=10,33,10.0,10,2.175609346837577
noise_x_queries,nq=10,34,10.0,10,2.129053292382379
noise_x_queries,nq=10,35,10.0,10,2.0108404765052894
noise_x_queries,nq=10,36,10.0,10,1.776829284549514
noise_x_queries,nq=10,37,10.0,10,1.946869995110868
noise_x_queries,nq=10,38,10.0,10,1.9592224851112088
noise_x_queries,nq=10,39,10.0,10,2.1921596920976945
noise_x_queries,nq=10,40,10.0,10,2.275674747881802
noise_x_queries,nq=10,41,10.0,10,2.281743874567857
noise_x_queries,nq=10,42,10.0,10,2.298672922194355
noise_x_queries,nq=10,43,10.0,10,2.0864411473427174
noise_x_queries,nq=10,44,10.0,10,2.1202512021078057
noise_x_queries,nq=10,45,10.0,10,2.330539404962273
noise_x_queries,nq=10,46,10.0,10,2.05174331054872
noise_x_queries,nq=10,47,10.0,10,1.8703660605925516
noise_x_queries,nq=10,48,10.0,10,2.1655773624778103
noise_x_queries,nq=10,49,10.0,10,2.058700321170457
noise_x_queries,nq=50,0,10.0,50,1.6669604071879813
noise_x_queries,nq=50,1,10.0,50,1.9224975395040491
noise_x_queries,nq=50,2,10.0,50,1.5687983037697535
noise_x_queries,nq=50,3,10.0,50,1.8019388690761693
noise_x_queries,nq=50,4,10.0,50,1.7324783933206416
noise_x_queries,nq=50,5,10.0,50,1.8533079221046715
noise_x_queries,nq=50,6,10.0,50,1.6669320939994694
noise_x_queries,nq=50,7,10.0,50,1.4564664276840587
noise_x_queries,nq=50,8,10.0,50,1.8579716322464455
noise_x_queries,nq=50,9,10.0,50,1.7781255238578777
noise_x_queries,nq=50,10,10.0,50,1.719042534232129
noise_x_queries,nq=50,11,10.0,50,1.7455279738385125
noise_x_queries,nq=50,12,10.0,50,1.7963982688419493
noise_x_queries,nq=50,13,10.0,50,2.01821005091913
noise_x_queries,nq=50,14,10.0,50,1.8847856555579616
noise_x_queries,nq=50,15,10.0,50,1.6907927989961917
noise_x_queries,nq=50,16,10.0,50,1.589731010580352
noise_x_queries,nq=50,17,10.0,50,1.6772771862292883
noise_x_queries,nq=50,18,10.0,50,2.146052704390871
noise_x_queries,nq=50,19,10.0,50,1.8728575295996854
noise_x_queries,nq=50,20,10.0,50,1.7574636809493576
noise_x_queries,nq=50,21,10.0,50,1.9327315452380944
noise_x_queries,nq=50,22,10.0,50,1.9550579995316404
noise_x_queries,nq=50,23,10.0,50,1.6768649379495002
noise_x_queries,nq=50,24,10.0,50,1.745255082164883
noise_x_queries,nq=50,25,10.0,50,1.8242552726551842
noise_x_queries,nq=50,26,10.0,50,1.801394579394574
noise_x_queries,nq=50,27,10.0,50,1.6558729971871424
noise_x_queries,nq=50,28,10.0,50,1.6237447402367873
noise_x_queries,nq=50,29,10.0,50,1.683542065476023
noise_x_queries,nq=50,30,10.0,50,1.7995100279400071
noise_x_queries,nq=50,31,10.0,50,1.9797102668362307
noise_x_queries,nq=50,32,10.0,50,1.589602545519709
noise_x_queries,nq=50,33,10.0,50,1.826428486225545
noise_x_queries,nq=50,34,10.0,50,1.8324150492479079
noise_x_queries,nq=50,35,10.0,50,1.6751372861985983
noise_x_queries,nq=50,36,10.0,50,1.519358958387685
noise_x_queries,nq=50,37,10.0,50,1.6739914510003373
noise_x_queries,nq=50,38,10.0,50,1.609759914838433
noise_x_queries,nq=50,39,10.0,50,1.8759100888219655
noise_x_queries,nq=50,40,10.0,50,1.8250019469419732
noise_x_queries,nq=50,41,10.0,50,1.955873833297175
noise_x_queries,nq=50,42,10.0,50,1.8515511092335437
noise_x_queries,nq=50,43,10.0,50,1.7252397656717464
noise_x_queries,nq=50,44,10.0,50,1.768647994141818
noise_x_queries,nq=50,45,10.0,50,2.0741243921633767
noise_x_queries,nq=50,46,10.0,50,1.6967270911510848
noise_x_queries,nq=50,47,10.0,50,1.5515205219967785
noise_x_queries,nq=50,48,10.0,50,1.8191336200955384
noise_x_queries,nq=50,49,10.0,50,1.6279612047301784
