experiment,estimator,rmse,seed,task_spread
task_spread,rbf_combined,0.745057494846777,34,0.5
task_spread,rbf_paired,1.090071196848643,35,0.5
task_spread,rbf_unpaired,0.7039840970913275,35,0.5
task_spread,rbf_combined,0.6715865447207313,35,0.5
task_spread,rbf_paired,0.9463966045512561,36,0.5
task_spread,rbf_unpaired,0.6083142970904892,36,0.5
task_spread,rbf_combined,0.5715726514687236,36,0.5
task_spread,rbf_paired,1.0500972969535403,37,0.5
task_spread,rbf_unpaired,0.8162501137759036,37,0.5
task_spread,rbf_combined,0.6688213109504748,37,0.5
task_spread,rbf_paired,0.9865870628844188,38,0.5
task_spread,rbf_unpaired,0.7706853578135813,38,0.5
task_spread,rbf_combined,0.6461540329783443,38,0.5
task_spread,rbf_paired,1.1588963078018681,39,0.5
task_spread,rbf_unpaired,0.7781771752092197,39,0.5
task_spread,rbf_combined,0.7208835766104761,39,0.5
task_spread,rbf_paired,1.1554115669984562,40,0.5
task_spread,rbf_unpaired,0.9215513257065762,40,0.5
task_spread,rbf_combined,0.7502120831280115,40,0.5
task_spread,rbf_paired,1.2135783245939462,41,0.5
task_spread,rbf_unpaired,0.8104714441148649,41,0.5
task_spread,rbf_combined,0.7536645240210452,41,0.5
task_spread,rbf_paired,1.1476245312054294,42,0.5
task_spread,rbf_unpaired,0.7767751626489366,42,0.5
task_spread,rbf_combined,0.7201778634148923,42,0.5
task_spread,rbf_paired,1.0188325579212825,43,0.5
task_spread,rbf_unpaired,0.7225703284418487,43,0.5
task_spread,rbf_combined,0.666982794579894,43,0.5
task_spread,rbf_paired,1.1373478538294555,44,0.5
task_spread,rbf_unpaired,0.9336875894423993,44,0.5
task_spread,rbf_combined,0.7178802403074553,44,0.5
task_spread,rbf_paired,1.2960847596590996,45,0.5
task_spread,rbf_unpaired,0.9849245227557961,45,0.5
task_spread,rbf_combined,0.8622630243368331,45,0.5
task_spread,rbf_paired,1.0915968261797164,46,0.5
task_spread,rbf_unpaired,0.7598476549533929,46,0.5
task_spread,rbf_combined,0.7033309246708447,46,0.5
task_spread,rbf_paired,0.9471887568126907,47,0.5
task_spread,rbf_unpaired,0.8197359679461745,47,0.5
task_spread,rbf_combined,0.6225111278021932,47,0.5
task_spread,rbf_paired,1.1468157437364193,48,0.5
task_spread,rbf_unpaired,0.8720053335198897,48,0.5
task_spread,rbf_combined,0.7370364217429473,48,0.5
task_spread,rbf_paired,1.097225527550066,49,0.5
task_spread,rbf_unpaired,0.752743319401046,49,0.5
task_spread,rbf_combined,0.6505799380074141,49,0.5
task_spread,rbf_paired,2.1195125355454874,0,1.0
task_spread,rbf_unpaired,1.5954117746969003,0,1.0
task_spread,rbf_combined,1.4499040639704839,0,1.0
task_spread,rbf_paired,2.3878144764371716,1,1.0
task_spread,rbf_unpaired,1.892647867654072,1,1.0
task_spread,rbf_combined,1.6849635330009762,1,1.0
task_spread,rbf_paired,2.028248844309251,2,1.0
task_spread,rbf_unpaired,1.7223042040923608,2,1.0
task_spread,rbf_combined,1.332907811629474,2,1.0
task_spread,rbf_paired,2.1220840273713777,3,1.0
task_spread,rbf_unpaired,1.7595357068575277,3,1.0
task_spread,rbf_combined,1.480394408746665,3,1.0
task_spread,rbf_paired,2.219512373992786,4,1.0
task_spread,rbf_unpaired,1.7157008066158543,4,1.0
task_spread,rbf_combined,1.5121814386818155,4,1.0
task_spread,rbf_paired,2.1696671408364976,5,1.0
task_spread,rbf_unpaired,1.6492594635073243,5,1.0
task_spread,rbf_combined,1.5719334481461473,5,1.0
task_spread,rbf_paired,2.2080271966724423,6,1.0
task_spread,rbf_unpaired,1.6348567750333198,6,1.0
task_spread,rbf_combined,1.4502050267107576,6,1.0
task_spread,rbf_paired,1.780656925014639,7,1.0
task_spread,rbf_unpaired,1.3852295169203506,7,1.0
task_spread,rbf_combined,1.2249693432662823,7,1.0
task_spread,rbf_paired,2.365114912824943,8,1.0
task_spread,rbf_unpaired,1.9087061454277112,8,1.0
task_spread,rbf_combined,1.6138923511909176,8,1.0
task_spread,rbf_paired,2.371636491831297,9,1.0
task_spread,rbf_unpaired,1.776798912859656,9,1.0
task_spread,rbf_combined,1.5453556379511701,9,1.0
task_spread,rbf_paired,2.3739366687015715,10,1.0
task_spread,rbf_unpaired,1.7605723354075902,10,1.0
task_spread,rbf_combined,1.4942836732558396,10,1.0
task_spread,rbf_paired,2.0318231177435098,11,1.0
task_spread,rbf_unpaired,1.653162916348755,11,1.0
task_spread,rbf_combined,1.4667344509570632,11,1.0
task_spread,rbf_paired,2.3749896191862527,12,1.0
task_spread,rbf_unpaired,2.269517381917258,12,1.0
task_spread,rbf_combined,1.5279153800874592,12,1.0
task_spread,rbf_paired,2.6573006776550407,13,1.0
task_spread,rbf_unpaired,2.3118605376927306,13,1.0
task_spread,rbf_combined,1.7702635144809677,13,1.0
task_spread,rbf_paired,2.2839984848921406,14,1.0
task_spread,rbf_unpaired,1.7099351808558325,14,1.0
task_spread,rbf_combined,1.55341785485287,14,1.0
task_spread,rbf_paired,2.1355756281083638,15,1.0
task_spread,rbf_unpaired,1.520380433579455,15,1.0
task_spread,rbf_combined,1.4528977121633548,15,1.0
task_spread,rbf_paired,2.0033441275433495,16,1.0
task_spread,rbf_unpaired,1.5816460429306656,16,1.0
task_spread,rbf_combined,1.3985582857873666,16,1.0
task_spread,rbf_paired,2.132783423357622,17,1.0
task_spread,rbf_unpaired,1.8041174106778677,17,1.0
