p,q,n_models,seed,score_all,pkps_all,mc_all,ens_all,score_obs,ens_obs,score_mis,ens_mis,w_pk,a_mis
0.5,8,95,3,0.05667918221345068,0.055430454475407086,0.0661873590166505,0.05389688148873841,0.04717100541025085,0.04160640396082632,0.0661873590166505,0.0661873590166505,0.8386630131426048,0.0
0.5,8,95,4,0.05835441597129252,0.05485839039748302,0.06606308736490113,0.05439297535507417,0.0491468362511489,0.04895771437287471,0.06606308736490113,0.058943426409938826,0.9665723275467334,0.55
0.5,8,95,5,0.056214477129547386,0.057146603293314294,0.06745337221730417,0.055214633293950266,0.046058849038200886,0.042442843835689095,0.06745337221730417,0.06934874696109264,0.7977128648929112,1.0
0.5,8,95,6,0.05719319222877981,0.05425988521319671,0.06606757274166376,0.05344984091527217,0.047454933966854046,0.042484000326103506,0.06606757274166376,0.0634429053231436,0.7400360053238566,0.2
0.5,8,95,7,0.05273253231711989,0.05479186070035387,0.05874721774578967,0.053220673216726,0.045846942210995674,0.047721329084205885,0.05874721774578967,0.05802444813090366,0.9058102321652468,0.75
0.5,8,95,8,0.05532247798620848,0.057620110387716125,0.06433008299726022,0.058149999359464445,0.04711393471000809,0.05251814894760217,0.06433008299726022,0.06433008299726022,0.9997556188795514,0.0
0.5,8,95,9,0.060000963443557966,0.05282579611917783,0.06659458982536276,0.051626818529992666,0.05351769064136497,0.04207861236019771,0.06659458982536276,0.06133754735799691,0.7099489270187063,0.30000000000000004
0.5,8,95,10,0.06299988715324924,0.05783305677740137,0.07560890380916227,0.05781230941276648,0.05091190424344831,0.04683717304977507,0.07560890380916227,0.06926051199830062,0.8289582889218885,0.35000000000000003
0.5,8,95,11,0.05945404632487043,0.057267058060129335,0.07233960653693808,0.054324403671089566,0.0481982802898232,0.039111466422479445,0.07233960653693808,0.07174011916384233,0.7478214439775647,1.0
0.7,8,95,0,0.05305994281887591,0.05148871623631021,0.060223904909125166,0.04623339148715247,0.04926997577758275,0.04093113219241041,0.060223904909125166,0.056255954788189275,0.5951128798086555,0.45
0.7,8,95,1,0.05191555948707192,0.04843229136348026,0.06311961961541854,0.04715312711156357,0.04749984167178237,0.04086045065416191,0.06311961961541854,0.06311961961541854,0.999765804094524,0.0
0.7,8,95,2,0.051402295814956575,0.047498147553429335,0.056828865242522335,0.04184836397881493,0.049196242368142004,0.03898502578918297,0.056828865242522335,0.048891757919734415,0.6975259738078636,0.7000000000000001
0.7,8,95,3,0.04820241870003187,0.047115884087258496,0.0636025139708524,0.043227361428879216,0.042069637397492726,0.03590097191386463,0.0636025139708524,0.06162473954436027,0.7538943556985719,0.9500000000000001
0.7,8,95,4,0.044289071531216175,0.045196618482214075,0.04487627722353633,0.03995476015977355,0.04397842077785971,0.03825134579938997,0.04487627722353633,0.04317462876781567,0.8210206111195352,0.2
0.7,8,95,5,0.04829352081201831,0.04720476230535198,0.05419647166256416,0.04257676179666676,0.04599119687324237,0.04005954544777495,0.05419647166256416,0.0490306773979608,0.7346025258420847,0.8500000000000001
0.7,8,95,6,0.05234995462752876,0.05082585360995686,0.05886269428367369,0.050096587470646325,0.049062571753474664,0.04577319012573031,0.05886269428367369,0.05866180862566861,0.952699940956283,1.0
0.7,8,95,7,0.05529979270566901,0.05071966413260925,0.07523859979023233,0.04752456465759793,0.04588768501357701,0.03919934182414425,0.07523859979023233,0.06516089197583534,0.6991241113030253,0.6000000000000001
0.7,8,95,8,0.05487063014670965,0.04523081117561592,0.0669891793714605,0.041968320358968636,0.04979099873513744,0.03864692652177322,0.0669891793714605,0.04989221708484912,0.6999357064464804,0.75
0.7,8,95,9,0.051509483913251636,0.048965790277791264,0.05867919610563541,0.04521545647865941,0.04825452254983814,0.03968321791523131,0.05867919610563541,0.05740133331431862,0.8426038039927363,0.7000000000000001
0.7,8,95,10,0.054206189443825006,0.0509108932480489,0.07096059309338454,0.04592517496711799,0.04753408179577033,0.03795529044029831,0.07096059309338454,0.06593844055668739,0.621124815211966,0.8
0.7,8,95,11,0.05213929301106036,0.04543118936061527,0.06303142894243649,0.04153946574172396,0.047891040580347675,0.03641115737358773,0.06303142894243649,0.05468798569311084,0.5930516106108015,0.9
0.9,8,95,0,0.04882504097279179,0.04286620452753779,0.06879301186828307,0.03869344216865703,0.04609560610218507,0.03478056953552051,0.06879301186828307,0.06731919459002422,0.6900987937006892,0.05
