p,q,n_models,seed,score_all,pkps_all,mc_all,ens_all,score_obs,ens_obs,score_mis,ens_mis,w_pk,a_mis
0.5,0,95,0,0.04999617014269407,0.04971556654713929,0.04999617014269407,0.04971556654713929,,,0.04999617014269407,0.04971556654713929,0.00014684767803328474,1.0
0.5,0,95,1,0.04270044791026593,0.04557519101418587,0.04270044791026593,0.04557519101418587,,,0.04270044791026593,0.04557519101418587,0.00014445734310778238,1.0
0.5,0,95,2,0.049553051167326265,0.04486211606050235,0.049553051167326265,0.04486211606050235,,,0.049553051167326265,0.04486211606050235,0.00014609042292440365,1.0
0.5,0,95,3,0.049921353671000604,0.04760346745834262,0.049921353671000604,0.04760346745834262,,,0.049921353671000604,0.04760346745834262,0.0001466377871567559,1.0
0.5,0,95,4,0.04832873781591402,0.04439833884094282,0.04832873781591402,0.04439833884094282,,,0.04832873781591402,0.04439833884094282,0.00015066093986462002,1.0
0.5,0,95,5,0.04719302717963104,0.048294038861921344,0.04719302717963104,0.048294038861921344,,,0.04719302717963104,0.048294038861921344,0.0001463315980982464,1.0
0.5,0,95,6,0.06021685770629373,0.05246940616334577,0.06021685770629373,0.05246940616334577,,,0.06021685770629373,0.05246940616334577,0.00014377174658649998,1.0
0.5,0,95,7,0.04752526047861384,0.04457803233921693,0.04752526047861384,0.04457803233921693,,,0.04752526047861384,0.04457803233921693,0.00014212576628712376,1.0
0.5,0,95,8,0.043223727871133086,0.04242633879620172,0.043223727871133086,0.04242633879620172,,,0.043223727871133086,0.04242633879620172,0.0001426842747111818,1.0
0.5,0,95,9,0.048550992830102196,0.04227288848373095,0.048550992830102196,0.04227288848373095,,,0.048550992830102196,0.04227288848373095,0.00014395636149983675,1.0
0.5,0,95,10,0.05006809417647476,0.044930954351620915,0.05006809417647476,0.044930954351620915,,,0.05006809417647476,0.044930954351620915,0.0001441891770498893,1.0
0.5,0,95,11,0.05151914671489349,0.04776625488790523,0.05151914671489349,0.04776625488790523,,,0.05151914671489349,0.04776625488790523,0.00014335012935364494,1.0
0.5,1,95,0,0.13681998974709758,0.0466293161740529,0.05021327235802461,0.046629052005318514,0.13681998974709758,0.046629052005318514,,,6.909001309767516e-05,1.0
0.5,1,95,1,0.13697350456902216,0.050267823384888055,0.05015453408122542,0.050267593267751196,0.13697350456902216,0.050267593267751196,,,7.724999687357096e-05,1.0
0.5,1,95,2,0.14330571074586393,0.043121531742279624,0.04541969086460843,0.043121237656703316,0.14330571074586393,0.043121237656703316,,,7.835770158223603e-05,1.0
0.5,1,95,3,0.12794157649400612,0.04882306400304221,0.05534877842666741,0.04882291677794207,0.12794157649400612,0.04882291677794207,,,7.601956211495295e-05,1.0
0.5,1,95,4,0.1359609617853604,0.044245312491656336,0.045585793866887526,0.04424512885329981,0.1359609617853604,0.04424512885329981,,,7.172130852526258e-05,1.0
0.5,1,95,5,0.13682410629123562,0.04873547242644422,0.05004131641098878,0.04873520982743578,0.13682410629123562,0.04873520982743578,,,7.906105434396434e-05,1.0
0.5,1,95,6,0.14619323071897225,0.047482706970573316,0.04656475569879309,0.047482511049737705,0.14619323071897225,0.047482511049737705,,,7.094980630480399e-05,1.0
0.5,1,95,7,0.1466143376691668,0.043233882588263425,0.04558667621125489,0.04323367593076233,0.1466143376691668,0.04323367593076233,,,6.913316317639011e-05,1.0
0.5,1,95,8,0.12960971587510883,0.038868959196208246,0.04463873777556841,0.038868760899761254,0.12960971587510883,0.038868760899761254,,,7.638382243713457e-05,1.0
0.5,1,95,9,0.14522797521285408,0.03715765668171087,0.036604352016477985,0.037157523267795055,0.14522797521285408,0.037157523267795055,,,7.510279668691338e-05,1.0
0.5,1,95,10,0.13491979145267796,0.04567764793564147,0.05763460510133557,0.045677442202730324,0.13491979145267796,0.045677442202730324,,,7.516184075951754e-05,1.0
0.5,1,95,11,0.13001636059661906,0.04795935411738242,0.05778131628695744,0.04795912692569115,0.13001636059661906,0.04795912692569115,,,7.87805440488941e-05,1.0
0.5,2,95,0,0.10194137255754483,0.05016464084648513,0.05478733175235604,0.05016417034795669,0.10194137255754483,0.05016417034795669,,,7.145643136299098e-05,1.0
0.5,2,95,1,0.09653942744044955,0.04552101010689884,0.04549820721161737,0.04552055370508564,0.09653942744044955,0.04552055370508564,,,7.93589019402969e-05,1.0
0.5,2,95,2,0.10066585130516478,0.04263307670079308,0.04873112366554758,0.04263262086705236,0.10066585130516478,0.04263262086705236,,,8.021589448305795e-05,1.0
0.5,2,95,3,0.09529742915983312,0.04261510204495999,0.05268857809936837,0.042614746980525316,0.09529742915983312,0.042614746980525316,,,7.824037777981027e-05,1.0
0.5,2,95,4,0.10229481625972033,0.043316612346156996,0.0506575689529412,0.043316163120087,0.10229481625972033,0.043316163120087,,,7.396187465978113e-05,1.0
0.5,2,95,5,0.09450807344182983,0.05227565313582803,0.04600938389976066,0.05227504502652293,0.09450807344182983,0.05227504502652293,,,8.107905220898932e-05,1.0
0.5,2,95,6,0.10298506640015824,0.046659327249737446,0.051860494934222394,0.046658888828754005,0.10298506640015824,0.046658888828754005,,,7.358732465119208e-05,1.0
0.5,2,95,7,0.09739074773935243,0.04575990991833026,0.04822773399661377,0.04575953797182603,0.09739074773935243,0.04575953797182603,,,7.096618406799993e-05,1.0
0.5,2,95,8,0.1014693934999678,0.04212950327963333,0.042723169770409374,0.04212924331994769,0.1014693934999678,0.04212924331994769,,,7.845184142613749e-05,1.0
0.5,2,95,9,0.10299448035696414,0.040694480199662035,0.04416544148007226,0.04069413964982913,0.10299448035696414,0.04069413964982913,,,7.765184215685766e-05,1.0
0.5,2,95,10,0.09883762763092503,0.042259320919110846,0.05402311277573091,0.042259006049253214,0.09883762763092503,0.042259006049253214,,,7.790144840779748e-05,1.0
0.5,2,95,11,0.09397657076934057,0.05070215212171728,0.0531921782670265,0.05070173082759637,0.09397657076934057,0.05070173082759637,,,8.09199057716296e-05,1.0
0.5,4,95,0,0.06646409601250074,0.04925034283678289,0.050476724647060066,0.04924942722972899,0.06646409601250074,0.04924942722972899,,,7.714286801971034e-05,1.0
